,ATM,Latitud,Longitud,Tipo dispositivo,ETV
587,616,19.397129,-99.122923,PRACTDUAL,APODERADO
593,622,24.027384,-104.656522,PRACTDUAL,APODERADO
613,642,23.7509633,-99.1566512,PRACTDUAL,APODERADO
637,666,28.6283835,-106.0847079,PRACTDUAL,APODERADO
645,674,28.6283835,-106.0847079,PRACTDUAL,APODERADO
648,677,21.1046308,-101.7021593,PRACTDUAL,APODERADO
669,698,19.252798,-99.59399,PRACTDUAL,APODERADO
670,699,21.1046308,-101.7021593,PRACTDUAL,APODERADO
686,716,20.721264,-103.491683,PRACTDUAL,SEPSA
691,721,21.874606,-102.311599,PRACTDUAL,APODERADO
698,731,20.51964787,-100.8274239,PRACTDUAL,APODERADO
705,738,17.5492093,-92.9531683,PRACTDUAL,APODERADO
718,753,21.80076,-100.736033,PRACTDUAL,APODERADO
727,763,28.648199,-106.136924,PRACTDUAL,APODERADO
730,766,21.123588,-101.680872,PRACTDUAL,APODERADO
734,770,28.267569,-105.480955,PRACTDUAL,APODERADO
743,779,21.038479,-105.247415,PRACTDUAL,APODERADO
767,804,25.730426,-100.276728,PRACTDUAL,APODERADO
779,816,27.4801557,-99.5495329,PRACTDUAL,APODERADO
784,821,20.487286,-100.803333,PRACTDUAL,APODERADO
785,822,21.123588,-101.680872,PRACTDUAL,APODERADO
798,835,21.258347,-98.787056,PRACTDUAL,APODERADO
812,849,24.825429,-107.427056,PRACTDUAL,APODERADO
824,861,21.123588,-101.680872,PRACTDUAL,APODERADO
829,866,20.5710053,-103.4554759,PRACTDUAL,APODERADO
839,878,20.7275509,-101.9524436,PRACTDUAL,APODERADO
848,888,19.503742,-99.15605,PRACTDUAL,APODERADO
850,890,21.028416,-101.858138,PRACTDUAL,APODERADO
853,893,20.822047,-100.44194,PRACTDUAL,SEPSA
856,896,21.100416,-101.635984,PRACTDUAL,APODERADO
871,911,21.880062,-102.260914,PRACTDUAL,APODERADO
877,917,19.432061,-99.156169,PRACTDUAL,APODERADO
886,927,17.537514,-101.275426,PRACTDUAL,APODERADO
894,935,19.3670774,-99.1659708,PRACTDUAL,APODERADO
896,937,20.098053,-98.768037,PRACTDUAL,APODERADO
901,942,19.27583,-99.593876,PRACTDUAL,APODERADO
909,951,19.3670774,-99.1659708,PRACTDUAL,APODERADO
914,956,25.698007,-100.317208,PRACTDUAL,SEPSA
917,959,23.828483,-103.03375,PRACTDUAL,APODERADO
919,961,20.871973,-101.516452,PRACTDUAL,APODERADO
927,969,19.53161,-99.026478,PRACTDUAL,APODERADO
945,987,21.100416,-101.635984,PRACTDUAL,APODERADO
953,995,19.30004128,-99.211045,PRACTDUAL,SEPSA
954,996,17.537514,-101.275426,PRACTDUAL,APODERADO
962,1004,19.6076985,-99.1904684,PRACTDUAL,APODERADO
1025,1070,32.573419,-116.627307,PRACTDUAL,APODERADO
1026,1071,20.4357111,-103.9282498,PRACTDUAL,APODERADO
1037,1082,19.588893,-102.475019,PRACTDUAL,APODERADO
1059,1104,19.567309,-99.766385,PRACTDUAL,APODERADO
1123,1168,19.3006594,-99.2245237,PRACTDUAL,APODERADO
1126,1172,19.3580103,-99.1213613,PRACTDUAL,APODERADO
1150,1197,26.010715,-111.342222,PRACTDUAL,APODERADO
1152,1199,19.3580103,-99.1213613,PRACTDUAL,APODERADO
1171,1220,19.3580103,-99.1213613,PRACTDUAL,APODERADO
1175,1224,31.6231122,-106.3978745,PRACTDUAL,APODERADO
1186,1236,19.431406,-99.182878,PRACTDUAL,APODERADO
1201,1251,20.6679317,-99.8982132,PRACTDUAL,APODERADO
1208,1259,19.489707,-99.046801,PRACTDUAL,APODERADO
1209,1260,19.423695,-99.135795,PRACTDUAL,APODERADO
1223,1274,19.43174936,-99.18266261,PRACTDUAL,APODERADO
1233,1285,19.2841624,-99.1766214,PRACTDUAL,APODERADO
1256,1308,32.4649159,-116.8656651,PRACTDUAL,APODERADO
1257,1309,19.4368848,-100.358384,PRACTDUAL,APODERADO
1262,1314,21.9308333,-102.3053921,PRACTDUAL,APODERADO
1263,1315,20.3339319,-102.025516,PRACTDUAL,APODERADO
1267,1319,20.800847,-102.763183,PRACTDUAL,APODERADO
1272,1324,20.7238391,-103.4552581,PRACTDUAL,APODERADO
1273,1325,21.1575149,-100.9345271,PRACTDUAL,APODERADO
1296,1350,19.67017593,-99.18091548,PRACTDUAL,APODERADO
1301,1355,17.042785,-96.715702,PRACTDUAL,APODERADO
1304,1358,20.6847891,-103.3362137,PRACTDUAL,APODERADO
1310,1365,20.6847891,-103.3362137,PRACTDUAL,APODERADO
1334,1391,21.1308503,-101.7053394,PRACTDUAL,APODERADO
1341,1398,20.692252,-103.312373,PRACTDUAL,APODERADO
1353,1410,19.43174936,-99.18266261,PRACTDUAL,APODERADO
1365,1422,19.818549,-101.7918,PRACTDUAL,APODERADO
1368,1426,32.55261,-115.111152,PRACTDUAL,APODERADO
1370,1428,17.9587322,-102.1955383,PRACTDUAL,APODERADO
1374,1432,19.296269,-98.880397,PRACTDUAL,APODERADO
1381,1439,20.062812,-97.05307,PRACTDUAL,APODERADO
1399,1459,20.579948,-103.449076,PRACTDUAL,APODERADO
1410,1470,19.5145876,-99.1349929,PRACTDUAL,APODERADO
1416,1476,18.831518,-99.18721,PRACTDUAL,APODERADO
1431,1493,21.147436,-101.647941,PRACTDUAL,APODERADO
1448,1512,17.03701,-96.711704,PRACTDUAL,APODERADO
1501,1567,16.754186,-93.130481,PRACTDUAL,APODERADO
1525,1593,17.9745616,-92.9274171,PRACTDUAL,APODERADO
1532,1601,18.361095,-100.666454,PRACTDUAL,APODERADO
1545,1615,22.1478,-102.27717,PRACTDUAL,APODERADO
1557,1628,19.54936,-99.274269,PRACTDUAL,APODERADO
1576,1647,19.4591205,-99.2383162,PRACTDUAL,APODERADO
1596,1669,19.37205523,-99.56872568,PRACTDUAL,APODERADO
1600,1673,19.4591205,-99.2383162,PRACTDUAL,APODERADO
1638,1714,19.373275,-99.175991,PRACTDUAL,APODERADO
1790,1882,19.693907,-101.179478,PRACTDUAL,APODERADO
1823,1922,19.35483372,-98.97772843,PRACTDUAL,APODERADO
1829,1928,19.57185748,-99.25363577,PRACTDUAL,APODERADO
1859,1960,19.455145,-99.157384,PRACTDUAL,APODERADO
1864,1965,21.436444,-104.799492,PRACTDUAL,APODERADO
1872,1973,19.693907,-101.179478,PRACTDUAL,APODERADO
1875,1977,19.57185748,-99.25363577,PRACTDUAL,APODERADO
1893,1997,19.371391,-99.161701,PRACTDUAL,SEPSA
1894,1998,19.408957,-99.172386,PRACTDUAL,APODERADO
1906,2014,19.408957,-99.172386,PRACTDUAL,APODERADO
1913,2021,19.35483372,-98.97772843,PRACTDUAL,APODERADO
1914,2022,19.35483372,-98.97772843,PRACTDUAL,APODERADO
1921,2029,19.5052439,-99.24719624,PRACTDUAL,APODERADO
1947,2056,25.6683319,-100.321484,PRACTDUAL,APODERADO
1958,2067,20.3829769,-99.9852604,PRACTDUAL,APODERADO
1965,2077,19.43770352,-99.20117098,PRACTDUAL,APODERADO
1966,2078,19.43770352,-99.20117098,PRACTDUAL,APODERADO
1973,2085,25.5304334,-103.2298475,PRACTDUAL,APODERADO
1996,2210,21.1216497,-101.6948654,PRACTDUAL,APODERADO
1999,2213,21.1216497,-101.6948654,PRACTDUAL,APODERADO
2005,2220,19.4319378,-99.1383732,PRACTDUAL,APODERADO
2007,2222,18.89992767,-96.94480003,PRACTDUAL,APODERADO
2015,2230,19.2742674,-99.5736939,PRACTDUAL,APODERADO
2017,2232,18.89992767,-96.94480003,PRACTDUAL,APODERADO
2025,2242,19.693907,-101.179478,PRACTDUAL,APODERADO
2027,2244,19.4715,-99.1646,PRACTDUAL,APODERADO
2045,2262,20.6736662,-103.4048739,PRACTDUAL,APODERADO
2046,2263,16.7461239,-93.0746902,PRACTDUAL,APODERADO
2048,2265,19.2600226,-99.0097621,PRACTDUAL,APODERADO
2051,2268,22.1478,-102.27717,PRACTDUAL,APODERADO
2078,2296,19.1974497,-96.15458175,PRACTDUAL,APODERADO
2090,2308,19.6342609,-99.0996288,PRACTDUAL,APODERADO
2091,2309,19.395181,-99.143499,PRACTDUAL,APODERADO
2112,2333,19.7727455,-98.5812446,PRACTDUAL,APODERADO
2119,2340,22.3954322,-97.9341967,PRACTDUAL,APODERADO
2122,2343,22.3954322,-97.9341967,PRACTDUAL,APODERADO
2123,2344,19.337902,-99.1099,PRACTDUAL,APODERADO
2125,2346,19.337902,-99.1099,PRACTDUAL,APODERADO
2132,2353,18.9014474,-96.9607514,PRACTDUAL,APODERADO
2140,2361,32.6282947,-115.4455437,PRACTDUAL,APODERADO
2155,2376,17.94932257,-94.91413758,PRACTDUAL,APODERADO
2173,2394,19.5725448,-99.0427998,PRACTDUAL,APODERADO
2182,2403,19.4319378,-99.1383732,PRACTDUAL,APODERADO
2183,2405,19.3713013,-99.1794862,PRACTDUAL,SEPSA
2184,2406,19.5062711,-98.8846176,PRACTDUAL,APODERADO
2187,2409,19.5600729,-98.8979394,PRACTDUAL,APODERADO
2188,2410,25.7018467,-100.2905035,PRACTDUAL,APODERADO
2190,2412,25.751006,-100.2557146,PRACTDUAL,APODERADO
2194,2417,22.328597,-97.87401,PRACTDUAL,APODERADO
2198,2421,20.629816,-103.375257,PRACTDUAL,APODERADO
2199,2422,20.6978832,-103.3292584,PRACTDUAL,APODERADO
2200,2423,20.6638349,-103.3185068,PRACTDUAL,APODERADO
2201,2424,20.6576948,-103.4327867,PRACTDUAL,APODERADO
2210,2434,22.217153,-97.857465,PRACTDUAL,APODERADO
2211,2435,27.491677,-109.931367,PRACTDUAL,APODERADO
2213,2437,20.6373067,-103.3516445,PRACTDUAL,APODERADO
2215,2439,25.6512037,-100.3595536,PRACTDUAL,SEPSA
2216,2440,19.428692,-98.909785,PRACTDUAL,APODERADO
2217,2441,25.6512037,-100.3595536,PRACTDUAL,SEPSA
2219,2443,21.858678,-102.287806,PRACTDUAL,APODERADO
2221,2445,20.679081,-103.39673,PRACTDUAL,APODERADO
2224,2448,20.6748642,-101.3479369,PRACTDUAL,APODERADO
2227,2451,21.1465461,-101.6719196,PRACTDUAL,APODERADO
2235,2459,20.054435,-99.338435,PRACTDUAL,APODERADO
2238,2462,25.5710625,-103.3886875,PRACTDUAL,APODERADO
2244,2468,19.5191624,-99.1630429,PRACTDUAL,APODERADO
2247,2471,19.38079,-99.101661,PRACTDUAL,APODERADO
2248,2472,25.5710625,-103.3886875,PRACTDUAL,APODERADO
2251,2475,19.455145,-99.157384,PRACTDUAL,APODERADO
2253,2477,25.5710625,-103.3886875,PRACTDUAL,APODERADO
2257,2481,19.431409,-99.147831,PRACTDUAL,APODERADO
2272,2499,19.492786,-99.22762,PRACTDUAL,APODERADO
2273,2500,19.492786,-99.22762,PRACTDUAL,APODERADO
2274,2501,20.6373067,-103.3516445,PRACTDUAL,APODERADO
2275,2502,19.492786,-99.22762,PRACTDUAL,APODERADO
2279,2506,20.672214,-103.291895,PRACTDUAL,APODERADO
2280,2507,20.672214,-103.291895,PRACTDUAL,APODERADO
2281,2508,19.4122275,-102.0262032,PRACTDUAL,APODERADO
2282,2509,19.3617373,-99.2733753,PRACTDUAL,SEPSA
2283,2510,19.3617373,-99.2733753,PRACTDUAL,SEPSA
2286,2513,19.3617373,-99.2733753,PRACTDUAL,SEPSA
2287,2514,20.9149648,-100.7416911,PRACTDUAL,APODERADO
2289,2516,19.4794571,-99.1315203,PRACTDUAL,APODERADO
2293,2520,20.9149648,-100.7416911,PRACTDUAL,APODERADO
2295,2522,25.66399,-100.368677,PRACTDUAL,APODERADO
2298,2525,25.449883,-100.957042,PRACTDUAL,APODERADO
2299,2526,19.928471,-96.852935,PRACTDUAL,APODERADO
2302,2529,19.928471,-96.852935,PRACTDUAL,APODERADO
2303,2530,19.928471,-96.852935,PRACTDUAL,APODERADO
2305,2532,25.763919,-100.191584,PRACTDUAL,APODERADO
2311,2538,19.439119,-99.178716,PRACTDUAL,APODERADO
2312,2539,19.439119,-99.178716,PRACTDUAL,APODERADO
2313,2540,18.930341,-99.939059,PRACTDUAL,APODERADO
2315,2542,19.439119,-99.178716,PRACTDUAL,APODERADO
2323,2550,19.027221,-98.237303,PRACTDUAL,APODERADO
2326,2555,19.378702,-99.058701,PRACTDUAL,APODERADO
2328,2557,19.072747,-98.173243,PRACTDUAL,APODERADO
2332,2561,26.918389,-101.424698,PRACTDUAL,APODERADO
2333,2562,26.918389,-101.424698,PRACTDUAL,APODERADO
2338,2569,19.373275,-99.175991,PRACTDUAL,APODERADO
2341,2572,16.177349,-95.193094,PRACTDUAL,APODERADO
2344,2575,19.405329,-99.184191,PRACTDUAL,APODERADO
2345,2576,17.743571,-91.764893,PRACTDUAL,APODERADO
2346,2577,16.177349,-95.193094,PRACTDUAL,APODERADO
2351,2582,19.414737,-99.032559,PRACTDUAL,APODERADO
2356,2589,19.3611003,-99.2735972,PRACTDUAL,APODERADO
2358,2591,16.177349,-95.193094,PRACTDUAL,APODERADO
2360,2593,19.23533,-101.457585,PRACTDUAL,APODERADO
2366,2599,16.177349,-95.193094,PRACTDUAL,APODERADO
2376,2609,25.6679126,-100.3120702,PRACTDUAL,APODERADO
2389,2622,19.3611003,-99.2735972,PRACTDUAL,APODERADO
2390,2623,19.67017593,-99.18091548,PRACTDUAL,APODERADO
2394,2627,19.405329,-99.184191,PRACTDUAL,APODERADO
2411,2644,19.373275,-99.175991,PRACTDUAL,APODERADO
2418,2653,25.653422,-100.294052,PRACTDUAL,APODERADO
2426,2663,19.0682913,-98.27395,PRACTDUAL,APODERADO
2433,2670,19.027221,-98.237303,PRACTDUAL,APODERADO
2447,2686,19.405329,-99.184191,PRACTDUAL,APODERADO
2449,2688,19.417345,-99.100735,PRACTDUAL,APODERADO
2461,2700,20.4840955,-99.2183129,PRACTDUAL,APODERADO
2464,2703,32.653753,-115.41302,PRACTDUAL,APODERADO
2465,2704,19.328451,-99.210608,PRACTDUAL,APODERADO
2467,2706,32.538622,-116.919607,PRACTDUAL,APODERADO
2468,2708,20.731248,-103.408458,PRACTDUAL,APODERADO
2470,2710,20.703827,-103.3468146,PRACTDUAL,APODERADO
2472,2712,20.731156,-103.4085,PRACTDUAL,APODERADO
2477,2717,19.41165,-99.161029,PRACTDUAL,APODERADO
2478,2718,20.663414,-103.348541,PRACTDUAL,APODERADO
2479,2719,20.6579765,-103.3987603,PRACTDUAL,APODERADO
2482,2722,19.297883,-99.137558,PRACTDUAL,APODERADO
2483,2723,19.297883,-99.137558,PRACTDUAL,APODERADO
2484,2724,20.551162,-103.445675,PRACTDUAL,APODERADO
2485,2725,20.636516,-103.396897,PRACTDUAL,APODERADO
2486,2726,20.65284,-103.422362,PRACTDUAL,APODERADO
2491,2731,19.047918,-98.2106,PRACTDUAL,APODERADO
2492,2732,19.350288,-99.186318,PRACTDUAL,APODERADO
2493,2733,19.395181,-99.143499,PRACTDUAL,APODERADO
2496,2736,19.321592,-99.132366,PRACTDUAL,APODERADO
2497,2737,20.567287,-103.459502,PRACTDUAL,APODERADO
2499,2740,20.684299,-103.389462,PRACTDUAL,APODERADO
2500,2741,20.673785,-103.383002,PRACTDUAL,APODERADO
2501,2742,20.657406,-103.382193,PRACTDUAL,APODERADO
2505,2746,20.675778,-103.323831,PRACTDUAL,APODERADO
2506,2747,20.675278,-103.344028,PRACTDUAL,APODERADO
2509,2750,20.684402,-103.38945,PRACTDUAL,APODERADO
2510,2751,20.446983,-97.321424,PRACTDUAL,APODERADO
2511,2752,20.446983,-97.321424,PRACTDUAL,APODERADO
2513,2754,20.6840316,-103.3687559,PRACTDUAL,APODERADO
2517,2758,20.446983,-97.321424,PRACTDUAL,APODERADO
2527,2768,20.667782,-103.359225,PRACTDUAL,APODERADO
2542,2784,20.691953,-103.414833,PRACTDUAL,APODERADO
2543,2785,19.48609441,-99.09342952,PRACTDUAL,APODERADO
2551,2794,25.68722,-100.318111,PRACTDUAL,APODERADO
2552,2796,20.677412,-103.447349,PRACTDUAL,APODERADO
2572,2818,20.750084,-103.420278,PRACTDUAL,APODERADO
2574,2820,22.904125,-109.933418,PRACTDUAL,SEPSA
2577,2823,20.7423427,-103.4097746,PRACTDUAL,APODERADO
2580,2826,19.53964249,-99.2090667,PRACTDUAL,APODERADO
2589,2835,25.84068945,-97.43572624,PRACTDUAL,SEPSA
2591,2837,22.891022,-109.908574,PRACTDUAL,APODERADO
2593,2839,24.800189,-107.41593,PRACTDUAL,APODERADO
2595,2841,19.385307,-99.174957,PRACTDUAL,APODERADO
2597,2843,19.385307,-99.174957,PRACTDUAL,APODERADO
2602,2848,29.112966,-110.952015,PRACTDUAL,APODERADO
2608,2854,23.200798,-106.421556,PRACTDUAL,APODERADO
2609,2855,19.5394665,-99.2091599,PRACTDUAL,APODERADO
2613,2859,31.3297,-110.944685,PRACTDUAL,APODERADO
2615,2861,19.409603,-99.050595,PRACTDUAL,APODERADO
2617,2863,19.409603,-99.050595,PRACTDUAL,APODERADO
2622,2868,19.394635,-99.171953,PRACTDUAL,APODERADO
2623,2869,19.501045,-99.131312,PRACTDUAL,APODERADO
2626,2872,20.645595,-105.219516,PRACTDUAL,APODERADO
2629,2875,20.68927,-105.249923,PRACTDUAL,APODERADO
2633,2879,19.67017593,-99.18091548,PRACTDUAL,APODERADO
2636,2882,19.044665,-98.199165,PRACTDUAL,APODERADO
2638,2884,19.308516,-99.256774,PRACTDUAL,SEPSA
2646,2892,19.537437,-96.907664,PRACTDUAL,APODERADO
2650,2896,20.962169,-89.619786,PRACTDUAL,APODERADO
2651,2897,19.282204,-99.502818,PRACTDUAL,SEPSA
2654,2900,20.999903,-89.573194,PRACTDUAL,APODERADO
2655,2901,20.9907438,-89.637057,PRACTDUAL,APODERADO
2660,2906,19.282204,-99.502818,PRACTDUAL,SEPSA
2662,2908,19.282204,-99.502818,PRACTDUAL,SEPSA
2669,2915,24.04749,-104.651704,PRACTDUAL,APODERADO
2681,2927,21.017669,-89.584121,PRACTDUAL,APODERADO
2691,2937,18.955093,-99.237112,PRACTDUAL,SEPSA
2693,2940,20.962301,-89.620014,PRACTDUAL,APODERADO
2697,2944,16.753406,-93.149577,PRACTDUAL,APODERADO
2701,2948,21.915172,-102.297166,PRACTDUAL,APODERADO
2704,2951,19.489707,-99.046801,PRACTDUAL,APODERADO
2707,2954,20.719648,-100.760424,PRACTDUAL,APODERADO
2708,2955,20.730297,-103.441016,PRACTDUAL,APODERADO
2709,2956,19.308516,-99.256774,PRACTDUAL,SEPSA
2710,2957,19.350288,-99.186318,PRACTDUAL,APODERADO
2711,2958,19.350288,-99.186318,PRACTDUAL,APODERADO
2712,2959,19.360903,-99.183314,PRACTDUAL,APODERADO
2713,2960,19.360903,-99.183314,PRACTDUAL,APODERADO
2714,2961,19.338488,-99.184271,PRACTDUAL,APODERADO
2715,2962,19.338488,-99.184271,PRACTDUAL,APODERADO
2716,2963,19.350594,-99.19082,PRACTDUAL,APODERADO
2717,2964,20.583695,-101.187984,PRACTDUAL,APODERADO
2718,2965,21.480036,-101.216217,PRACTDUAL,APODERADO
2719,2966,19.3465633,-99.188309,PRACTDUAL,APODERADO
2720,2967,19.3465633,-99.188309,PRACTDUAL,APODERADO
2721,2968,19.350594,-99.19082,PRACTDUAL,APODERADO
2724,2971,20.943276,-101.428556,PRACTDUAL,APODERADO
2728,2975,20.059057,-98.776389,PRACTDUAL,APODERADO
2729,2976,20.0912373,-99.222035,PRACTDUAL,APODERADO
2730,2977,20.385396,-99.969372,PRACTDUAL,APODERADO
2731,2978,20.569217,-100.273074,PRACTDUAL,APODERADO
2732,2979,19.473409,-99.146521,PRACTDUAL,APODERADO
2734,2981,21.116942,-101.657554,PRACTDUAL,APODERADO
2735,2983,25.6679126,-100.3120702,PRACTDUAL,APODERADO
2736,2984,18.955093,-99.237112,PRACTDUAL,SEPSA
2737,2985,25.695478,-100.352626,PRACTDUAL,APODERADO
2738,2986,22.7592478,-102.5459349,PRACTDUAL,APODERADO
2743,2991,32.475886,-116.993573,PRACTDUAL,APODERADO
2744,2992,19.5032441,-99.203741,PRACTDUAL,APODERADO
2745,2993,20.635609,-100.445128,PRACTDUAL,APODERADO
2747,2995,19.429702,-99.153698,PRACTDUAL,APODERADO
2748,2996,19.6487755,-99.2075699,PRACTDUAL,APODERADO
2751,2999,20.703827,-103.3468146,PRACTDUAL,APODERADO
2752,3000,19.612368,-99.24117,PRACTDUAL,APODERADO
2753,3001,19.976841,-99.175226,PRACTDUAL,APODERADO
2754,3002,19.587498,-99.018459,PRACTDUAL,APODERADO
2755,3003,19.665391,-101.524022,PRACTDUAL,APODERADO
2756,3004,19.482523,-99.118316,PRACTDUAL,APODERADO
2757,3005,19.49386091,-99.10808424,PRACTDUAL,APODERADO
2758,3006,20.704563,-103.402764,PRACTDUAL,APODERADO
2760,3009,19.519391,-99.116479,PRACTDUAL,SEPSA
2761,3011,19.519391,-99.116479,PRACTDUAL,SEPSA
2764,3014,20.583695,-101.187984,PRACTDUAL,APODERADO
2766,3016,20.72682,-103.367351,PRACTDUAL,APODERADO
2767,3017,19.431617,-99.197329,PRACTDUAL,APODERADO
2768,3018,19.428758,-99.226555,PRACTDUAL,APODERADO
2769,3019,19.46804723,-99.22041462,PRACTDUAL,APODERADO
2770,3020,19.552071,-99.175921,PRACTDUAL,APODERADO
2771,3021,20.962169,-89.619786,PRACTDUAL,APODERADO
2772,3022,21.031128,-89.642035,PRACTDUAL,APODERADO
2774,3024,14.912586,-92.255484,PRACTDUAL,APODERADO
2775,3025,19.252798,-99.59399,PRACTDUAL,APODERADO
2776,3026,16.754009,-93.176201,PRACTDUAL,APODERADO
2777,3027,32.527257,-117.035769,PRACTDUAL,APODERADO
2778,3028,19.36257,-99.141261,PRACTDUAL,APODERADO
2779,3029,19.4008062,-99.1326876,PRACTDUAL,APODERADO
2780,3030,19.405715,-99.136407,PRACTDUAL,APODERADO
2781,3031,19.3382657,-99.1842497,PRACTDUAL,APODERADO
2782,3032,19.349818,-99.1643,PRACTDUAL,APODERADO
2783,3033,19.619564,-98.995568,PRACTDUAL,SEPSA
2789,3039,32.527273,-117.035773,PRACTDUAL,APODERADO
2791,3041,21.2374381,-104.9007959,PRACTDUAL,APODERADO
2792,3042,19.38299,-99.268467,PRACTDUAL,APODERADO
2793,3043,19.5669644,-100.464538,PRACTDUAL,APODERADO
2794,3044,19.3591073,-99.2929969,PRACTDUAL,APODERADO
2797,3047,19.771738,-104.366285,PRACTDUAL,APODERADO
2798,3048,19.276066,-99.005566,PRACTDUAL,APODERADO
2799,3049,25.669035,-100.2443,PRACTDUAL,APODERADO
2800,3050,19.315792,-99.073301,PRACTDUAL,APODERADO
2801,3051,19.3728764,-99.1406428,PRACTDUAL,APODERADO
2802,3052,19.3728764,-99.1406428,PRACTDUAL,APODERADO
2803,3053,19.296712,-98.880642,PRACTDUAL,APODERADO
2804,3054,19.320377,-99.084449,PRACTDUAL,APODERADO
2805,3055,19.339029,-99.242964,PRACTDUAL,APODERADO
2814,3065,19.3580103,-99.1213613,PRACTDUAL,APODERADO
2816,3067,19.426892,-99.204333,PRACTDUAL,APODERADO
2818,3069,19.619564,-98.995568,PRACTDUAL,SEPSA
2823,3074,19.426892,-99.204333,PRACTDUAL,APODERADO
2828,3079,19.35483372,-98.97772843,PRACTDUAL,APODERADO
2829,3080,19.400137,-98.987383,PRACTDUAL,APODERADO
2841,3092,19.281533,-99.172553,PRACTDUAL,APODERADO
2845,3096,20.550277,-100.83484,PRACTDUAL,SEPSA
2846,3097,19.2670574,-99.1706324,PRACTDUAL,APODERADO
2847,3098,18.01442316,-92.91886456,PRACTDUAL,APODERADO
2850,3101,18.01442316,-92.91886456,PRACTDUAL,APODERADO
