,ATM,Latitud,Longitud,Tipo dispositivo,ETV
249,265,19.402511,-99.155408,DISPENSADOR,APODERADO
250,266,25.987988,-98.099706,DISPENSADOR,APODERADO
251,267,19.303384,-98.952826,DISPENSADOR,APODERADO
252,268,19.402511,-99.155408,DISPENSADOR,APODERADO
253,269,18.907786,-98.434882,DISPENSADOR,APODERADO
254,270,16.6991132,-93.7208767,DISPENSADOR,APODERADO
255,271,19.208382,-96.223451,DISPENSADOR,SEPSA
256,272,26.0995129,-98.3144421,DISPENSADOR,SEPSA
257,273,19.288099,-99.63187,DISPENSADOR,SEPSA
258,274,19.680982,-101.180686,DISPENSADOR,APODERADO
259,276,25.6379229,-100.3181044,DISPENSADOR,SEPSA
260,277,19.8040795,-97.3038139,DISPENSADOR,SEPSA
261,278,32.513923,-117.0121335,DISPENSADOR,APODERADO
262,279,19.680982,-101.180686,DISPENSADOR,APODERADO
263,280,19.319913,-98.206814,DISPENSADOR,APODERADO
264,281,19.2570553,-99.1107409,DISPENSADOR,SEPSA
265,282,16.6991132,-93.7208767,DISPENSADOR,APODERADO
266,283,20.5106248,-100.8183082,DISPENSADOR,APODERADO
267,284,20.0784235,-98.4006631,DISPENSADOR,SEPSA
268,286,22.2511936,-97.8618289,DISPENSADOR,APODERADO
269,287,22.2511936,-97.8618289,DISPENSADOR,APODERADO
270,288,19.96941,-102.298028,DISPENSADOR,APODERADO
271,289,19.440961,-99.2007419,DISPENSADOR,SEPSA
272,291,19.888456,-102.208295,DISPENSADOR,APODERADO
273,292,19.7204318,-101.230153,DISPENSADOR,SEPSA
274,293,20.98364437,-89.61754775,DISPENSADOR,APODERADO
275,294,17.5657468,-99.5093515,DISPENSADOR,APODERADO
276,295,20.544,-97.4661,DISPENSADOR,SEPSA
277,296,19.888456,-102.208293,DISPENSADOR,APODERADO
278,297,22.128445,-100.935734,DISPENSADOR,APODERADO
279,298,20.9650211,-89.6213697,DISPENSADOR,APODERADO
280,299,19.888456,-102.208293,DISPENSADOR,APODERADO
281,300,28.738263,-106.132732,DISPENSADOR,SEPSA
282,301,20.9650211,-89.6213697,DISPENSADOR,APODERADO
283,302,22.128445,-100.935734,DISPENSADOR,APODERADO
284,303,19.4969473,-99.1918919,DISPENSADOR,SEPSA
286,305,19.0961901,-98.2058449,DISPENSADOR,SEPSA
287,306,19.9895,-103.022,DISPENSADOR,APODERADO
288,307,22.9805027,-109.7664566,DISPENSADOR,APODERADO
289,308,19.26665238,-99.529283,DISPENSADOR,APODERADO
290,309,19.815443,-97.360568,DISPENSADOR,APODERADO
291,310,19.9895,-103.022,DISPENSADOR,APODERADO
292,311,19.60640997,-99.2284159,DISPENSADOR,SEPSA
293,312,20.4217868,-103.5920753,DISPENSADOR,APODERADO
294,313,19.3096036,-99.1745696,DISPENSADOR,SEPSA
296,315,21.0688689,-101.674306,DISPENSADOR,SEPSA
297,316,20.909279,-103.981922,DISPENSADOR,APODERADO
298,317,17.5657468,-99.5093515,DISPENSADOR,APODERADO
299,318,22.9805027,-109.7664566,DISPENSADOR,APODERADO
300,319,20.11227,-98.751358,DISPENSADOR,APODERADO
301,320,19.60640997,-99.2284159,DISPENSADOR,SEPSA
302,321,21.02043,-88.30502,DISPENSADOR,SEPSA
303,322,20.909279,-103.981922,DISPENSADOR,APODERADO
304,323,19.2570553,-99.1107409,DISPENSADOR,SEPSA
305,324,19.815443,-97.360568,DISPENSADOR,APODERADO
306,325,19.5103823,-99.2339917,DISPENSADOR,APODERADO
307,326,19.5103823,-99.2339917,DISPENSADOR,APODERADO
308,327,16.091657,-93.75177,DISPENSADOR,APODERADO
309,328,21.1046308,-101.7021593,DISPENSADOR,APODERADO
310,329,25.5406739,-103.4404816,DISPENSADOR,SEPSA
312,331,19.2972009,-99.1225956,DISPENSADOR,APODERADO
313,332,18.9178724,-100.1474705,DISPENSADOR,APODERADO
314,333,19.815443,-97.360568,DISPENSADOR,APODERADO
315,334,19.3465633,-99.188309,DISPENSADOR,APODERADO
316,335,19.405159,-99.239452,DISPENSADOR,APODERADO
317,336,19.2591997,-99.6629129,DISPENSADOR,APODERADO
318,337,20.6370079,-100.4329462,DISPENSADOR,SEPSA
319,338,19.2972009,-99.1225956,DISPENSADOR,APODERADO
320,339,21.1046308,-101.7021593,DISPENSADOR,APODERADO
321,340,21.1046308,-101.7021593,DISPENSADOR,APODERADO
323,342,19.815443,-97.360568,DISPENSADOR,APODERADO
324,343,19.49015015,-99.13127862,DISPENSADOR,APODERADO
325,344,19.2591997,-99.6629129,DISPENSADOR,APODERADO
326,345,24.8049987,-107.4125435,DISPENSADOR,SEPSA
327,346,19.3703129,-99.2779191,DISPENSADOR,SEPSA
328,348,18.9178724,-100.1474705,DISPENSADOR,APODERADO
329,349,19.49015015,-99.13127862,DISPENSADOR,APODERADO
330,350,21.16381939,-86.87316366,DISPENSADOR,SEPSA
331,351,19.3573988,-99.1975747,DISPENSADOR,SEPSA
332,352,19.359094,-99.293156,DISPENSADOR,APODERADO
333,353,19.2972009,-99.1225956,DISPENSADOR,APODERADO
334,354,19.2591997,-99.6629129,DISPENSADOR,APODERADO
335,355,18.9178724,-100.1474705,DISPENSADOR,APODERADO
337,358,17.5657468,-99.5093515,DISPENSADOR,APODERADO
339,360,25.644251,-100.268288,DISPENSADOR,APODERADO
340,361,19.4327357,-99.1344817,DISPENSADOR,SEPSA
341,362,20.643318,-100.993584,DISPENSADOR,APODERADO
342,363,20.9587589,-89.6283679,DISPENSADOR,APODERADO
343,364,25.644251,-100.268288,DISPENSADOR,APODERADO
346,367,26.0045591,-98.2157363,DISPENSADOR,SEPSA
349,370,32.513923,-117.0121335,DISPENSADOR,APODERADO
350,371,20.9587589,-89.6283679,DISPENSADOR,APODERADO
351,372,20.9587589,-89.6283679,DISPENSADOR,APODERADO
352,373,19.60640997,-99.2284159,DISPENSADOR,SEPSA
353,374,20.7275509,-101.9524436,DISPENSADOR,APODERADO
354,375,20.7275509,-101.9524436,DISPENSADOR,APODERADO
355,376,18.8684735,-98.8803219,DISPENSADOR,SEPSA
356,377,19.484447,-99.050575,DISPENSADOR,SEPSA
357,378,19.4290737,-99.1798308,DISPENSADOR,SEPSA
358,379,19.402746,-99.064654,DISPENSADOR,APODERADO
360,381,22.3963153,-97.9321246,DISPENSADOR,SEPSA
361,382,19.51354,-98.881402,DISPENSADOR,APODERADO
362,383,18.85693,-96.9126461,DISPENSADOR,SEPSA
363,384,19.51917629,-99.16304626,DISPENSADOR,APODERADO
364,385,20.6629944,-101.3330261,DISPENSADOR,SEPSA
365,386,19.7498675,-89.8427659,DISPENSADOR,APODERADO
366,387,20.0588136,-99.33366905,DISPENSADOR,SEPSA
367,388,19.402746,-99.064654,DISPENSADOR,APODERADO
368,389,22.173964,-100.9993925,DISPENSADOR,APODERADO
369,390,19.4066162,-99.2568189,DISPENSADOR,APODERADO
370,391,32.513923,-117.0121335,DISPENSADOR,APODERADO
371,392,19.815443,-97.360568,DISPENSADOR,APODERADO
372,393,25.4376408,-102.1846203,DISPENSADOR,APODERADO
373,394,19.305433,-99.235637,DISPENSADOR,APODERADO
374,395,32.513923,-117.0121335,DISPENSADOR,APODERADO
375,396,19.0807494,-104.2884399,DISPENSADOR,APODERADO
376,397,24.7745276,-107.4919859,DISPENSADOR,APODERADO
377,398,19.4008062,-99.1348763,DISPENSADOR,APODERADO
378,399,19.0807494,-104.2884399,DISPENSADOR,APODERADO
379,401,24.7745276,-107.4919859,DISPENSADOR,APODERADO
380,402,19.0807494,-104.2884399,DISPENSADOR,APODERADO
381,403,19.656463,-101.163952,DISPENSADOR,APODERADO
382,404,19.2878585,-99.6326394,DISPENSADOR,SEPSA
383,405,19.656463,-101.163952,DISPENSADOR,APODERADO
386,408,19.006096,-98.237221,DISPENSADOR,APODERADO
387,409,19.60640997,-99.2284159,DISPENSADOR,SEPSA
388,410,19.0449994,-98.1240141,DISPENSADOR,APODERADO
389,411,21.0679044,-89.6445672,DISPENSADOR,APODERADO
392,414,21.27818371,-89.66162658,DISPENSADOR,SEPSA
393,415,19.0449994,-98.1240141,DISPENSADOR,APODERADO
394,417,21.0679044,-89.6445672,DISPENSADOR,APODERADO
395,418,19.6487755,-99.2075699,DISPENSADOR,APODERADO
396,419,20.65911,-103.336247,DISPENSADOR,APODERADO
397,420,20.905467,-101.388551,DISPENSADOR,SEPSA
398,421,20.8198863,-102.7670228,DISPENSADOR,APODERADO
399,422,20.8198863,-102.7670228,DISPENSADOR,APODERADO
400,423,24.7956716,-107.4289546,DISPENSADOR,SEPSA
402,425,18.8429151,-99.2221204,DISPENSADOR,APODERADO
404,427,19.2742674,-99.5736939,DISPENSADOR,APODERADO
406,429,19.50530995,-99.23555537,DISPENSADOR,APODERADO
408,431,20.698426,-103.320403,DISPENSADOR,APODERADO
409,432,18.8429151,-99.2221204,DISPENSADOR,APODERADO
410,433,19.466268,-99.110996,DISPENSADOR,APODERADO
411,434,16.8044237,-99.3904153,DISPENSADOR,APODERADO
412,435,19.466268,-99.110996,DISPENSADOR,APODERADO
413,436,19.1485558,-96.0945072,DISPENSADOR,SEPSA
414,437,19.3605231,-98.9553778,DISPENSADOR,SEPSA
415,438,19.291559,-99.5560727,DISPENSADOR,APODERADO
416,439,19.291559,-99.5560727,DISPENSADOR,APODERADO
417,440,21.045431,-89.630132,DISPENSADOR,APODERADO
419,442,19.2836234,-99.5011046,DISPENSADOR,SEPSA
420,443,17.9211749,-93.0182607,DISPENSADOR,SEPSA
423,446,19.3937519,-99.1721257,DISPENSADOR,SEPSA
424,447,19.35483372,-98.97772843,DISPENSADOR,APODERADO
425,448,25.695549,-100.144801,DISPENSADOR,SEPSA
426,449,18.8429151,-99.2221204,DISPENSADOR,APODERADO
427,450,20.3740868,-99.6500085,DISPENSADOR,APODERADO
428,451,25.8786017,-100.2322021,DISPENSADOR,SEPSA
429,452,20.3740868,-99.6500085,DISPENSADOR,APODERADO
430,453,25.695549,-100.144801,DISPENSADOR,SEPSA
431,454,22.7595331,-102.5365786,DISPENSADOR,SEPSA
432,455,19.5150398,-101.6094227,DISPENSADOR,APODERADO
433,456,21.9862643,-99.0171664,DISPENSADOR,APODERADO
435,458,29.0350221,-110.9396897,DISPENSADOR,APODERADO
436,459,19.3670774,-99.1659708,DISPENSADOR,APODERADO
437,460,19.3207095,-99.1395403,DISPENSADOR,SEPSA
439,462,19.3652067,-99.2028227,DISPENSADOR,SEPSA
440,463,25.696375,-100.317197,DISPENSADOR,SEPSA
441,464,19.3792031,-99.2472133,DISPENSADOR,APODERADO
442,465,21.9862643,-99.0171664,DISPENSADOR,APODERADO
443,466,21.9862643,-99.0171664,DISPENSADOR,APODERADO
444,467,20.574025,-100.3767371,DISPENSADOR,SEPSA
445,468,22.7538999,-102.505252,DISPENSADOR,SEPSA
446,469,19.3593749,-99.1828968,DISPENSADOR,SEPSA
447,470,28.5576648,-105.9565344,DISPENSADOR,SEPSA
448,471,25.4376408,-102.1846203,DISPENSADOR,APODERADO
449,472,25.75348824,-100.2662932,DISPENSADOR,SEPSA
450,473,19.3058003,-99.209333,DISPENSADOR,SEPSA
451,474,29.0350221,-110.9396897,DISPENSADOR,APODERADO
452,475,17.8675244,-93.1481944,DISPENSADOR,APODERADO
453,476,19.402746,-99.064654,DISPENSADOR,APODERADO
454,477,20.5268855,-103.3879732,DISPENSADOR,SEPSA
455,478,17.8675244,-93.1481944,DISPENSADOR,APODERADO
456,479,17.8675244,-93.1481944,DISPENSADOR,APODERADO
457,480,21.045431,-89.630132,DISPENSADOR,APODERADO
458,481,19.36243165,-98.97704507,DISPENSADOR,APODERADO
459,482,25.651427,-100.3353208,DISPENSADOR,APODERADO
460,483,20.943276,-101.428556,DISPENSADOR,APODERADO
461,484,32.4649159,-116.8656651,DISPENSADOR,APODERADO
463,486,32.4649159,-116.8656651,DISPENSADOR,APODERADO
464,487,20.943276,-101.428556,DISPENSADOR,APODERADO
465,488,20.377237,-102.104337,DISPENSADOR,SEPSA
466,489,22.9028039,-109.8462127,DISPENSADOR,SEPSA
467,490,20.999854,-100.386367,DISPENSADOR,APODERADO
468,491,27.479525,-99.546683,DISPENSADOR,APODERADO
469,492,19.426543,-99.142408,DISPENSADOR,SEPSA
470,493,23.1961733,-106.4262478,DISPENSADOR,APODERADO
471,494,27.4801557,-99.5495329,DISPENSADOR,APODERADO
473,496,19.28288121,-99.45668357,DISPENSADOR,SEPSA
474,497,19.3670774,-99.1659708,DISPENSADOR,APODERADO
475,498,19.159265,-96.13131,DISPENSADOR,SEPSA
476,499,19.5994478,-99.1942456,DISPENSADOR,SEPSA
477,500,25.8653769,-97.5323448,DISPENSADOR,APODERADO
478,501,23.1961733,-106.4262478,DISPENSADOR,APODERADO
479,502,19.402746,-99.064654,DISPENSADOR,APODERADO
480,503,19.5025155,-99.1610735,DISPENSADOR,SEPSA
481,504,19.6487755,-99.2075699,DISPENSADOR,APODERADO
482,505,25.537767,-100.946417,DISPENSADOR,APODERADO
483,506,19.0021629,-98.2168496,DISPENSADOR,APODERADO
484,507,20.96066096,-89.64074155,DISPENSADOR,SEPSA
485,508,19.3580103,-99.1213613,DISPENSADOR,APODERADO
486,509,22.8749552,-109.9301135,DISPENSADOR,SEPSA
488,511,19.708811,-98.451054,DISPENSADOR,APODERADO
489,512,19.0021629,-98.2168496,DISPENSADOR,APODERADO
490,513,22.9945652,-105.8573314,DISPENSADOR,SEPSA
491,514,32.5893801,-115.3938596,DISPENSADOR,APODERADO
492,516,32.5893801,-115.3938596,DISPENSADOR,APODERADO
493,517,20.6840316,-103.3687559,DISPENSADOR,APODERADO
495,519,32.5128132,-116.8771847,DISPENSADOR,APODERADO
496,522,19.48609441,-99.09342952,DISPENSADOR,APODERADO
497,523,19.6037082,-104.4369754,DISPENSADOR,APODERADO
