ATM_ID,DURACION,Latitud,Longitud
A654,12.549999999999999,20.098053,-98.768037
930,12.53,19.932702,-102.944998
A395,12.525,19.395207,-99.289198
4580,12.52,25.445239,-100.986042
B491,12.52,19.3348366,-99.1464303
7205,12.5,17.64059321,-101.5556957
7105,12.5,18.8877734,-96.9332836
6311,12.485,18.986648,-99.098465
E637,12.47,19.446029,-99.111179
8149,12.47,19.453581,-99.1977
617,12.45,20.5645,-103.293
2370,12.42,20.3550684,-102.7750396
8257,12.41,19.559382,-99.2031
E208,12.41,19.315792,-99.073301
A299,12.4,19.378988,-99.158493
8645,12.38,19.559382,-99.2031
1732,12.37,19.51718718,-99.08597614
D084,12.37,19.49372203,-99.1594132
4098,12.37,19.374414,-99.078682
9320,12.35,19.422983,-99.174976
7206,12.32,19.529418,-96.913374
A208,12.3,19.394635,-99.171953
C105,12.27,19.299335,-98.952849
D133,12.27,18.646184,-91.815472
154,12.23,19.429702,-99.153698
3135,12.2,25.6874203,-100.2629911
D651,12.17,20.62966,-103.416546
9655,12.15,20.640684,-103.278591
119,12.12,19.56226397,-99.2441124
E378,12.115,20.186773,-100.145005
D370,12.115,19.43174936,-99.18266261
A729,12.1,19.433576,-99.086487
8749,12.1,20.113003,-98.723737
7382,12.08,19.806398,-104.216444
E041,12.08,19.51718718,-99.08597614
6699,12.08,19.42658,-99.110178
D908,12.08,19.83346352,-99.20459245
D439,12.07,19.49386091,-99.10808424
6241,12.055,25.789837,-100.322685
E013,12.03,27.491677,-109.931367
A924,12.015,29.08245,-110.98335
E854,12.0,19.43382,-99.135169
4522,12.0,19.856364,-90.523029
9053,12.0,19.3036803,-99.1902066
7901,12.0,19.3694411,-99.0769122
7509,12.0,31.3048885,-110.9411166
7204,11.98,19.3382657,-99.1842497
E660,11.965,26.825583,-109.6427
8254,11.95,19.4847131,-99.2328562
7678,11.93,22.3965188,-105.4575691
E914,11.925,20.644215,-98.654722
8686,11.925,25.726899,-100.343654
D384,11.925,25.723451,-100.191066
8530,11.92,25.396623,-101.007221
4600,11.915,19.515413,-98.867846
4472,11.9,22.21200392,-101.0448437
A927,11.875,31.63904993,-106.409322
1219,11.87,21.3494885,-97.6871586
D440,11.850000000000001,19.49386091,-99.10808424
D501,11.83,23.76035,-99.140062
459,11.82,19.3670774,-99.1659708
D244,11.81,19.395903,-99.15505
6450,11.8,19.402511,-99.155408
3160,11.8,25.7114377,-100.3504072
3037,11.799999999999999,19.95355862,-99.53290573
5603,11.78,22.7424,-98.9769
D126,11.77,19.79877,-99.097808
9555,11.77,19.559009,-99.204362
C648,11.74,18.255183,-93.218247
6986,11.7,22.7429,-98.971501
C329,11.68,26.9015578,-101.4170174
6953,11.68,27.849774,-101.121156
7616,11.68,18.558615,-99.599198
4697,11.67,19.888456,-102.208295
70,11.65,20.673785,-103.383002
5728,11.635000000000002,21.8087137,-105.2070214
4056,11.63,19.291381,-99.734744
D217,11.63,31.8214204,-116.6027436
E440,11.625,30.41533,-107.912319
7938,11.6,19.19413,-100.13194
A929,11.58,21.123703,-101.68085
D360,11.58,19.840038,-98.032224
9399,11.58,20.677466,-103.447381
4376,11.57,25.70807443,-100.1630159
D639,11.57,18.907505,-98.435002
C769,11.57,19.279244,-99.010925
6253,11.57,19.299335,-98.952849
8855,11.565000000000001,20.676001,-101.373572
C841,11.55,19.48609441,-99.09342952
E826,11.55,18.60371,-96.684819
9732,11.535,21.36071354,-101.941668
5792,11.52,21.159417,-101.643572
B943,11.5,31.87253,-116.608924
9004,11.485,31.659015,-106.390007
3648,11.48,20.589553,-100.374056
7060,11.48,31.659015,-106.390007
E444,11.48,16.091657,-93.75177
5832,11.48,19.4066162,-99.2568189
8698,11.48,19.932406,-97.959778
8011,11.475,21.49303,-104.882314
C573,11.47,27.0809,-109.445671
D398,11.440000000000001,19.686637,-101.16237
9838,11.43,19.888456,-102.208295
C744,11.43,18.968306,-97.903459
7832,11.43,19.317366,-98.202791
5101,11.385,21.116942,-101.657554
C431,11.38,19.360034,-99.351897
5957,11.37,19.454306,-96.958632
A545,11.35,19.562658,-97.245502
E264,11.35,19.856364,-90.523029
D729,11.35,16.76204,-93.139645
A719,11.35,19.414737,-99.032559
8365,11.345,21.145856,-86.82145
3927,11.335,19.369098,-99.192412
3955,11.33,19.335694,-99.161313
D681,11.33,25.449883,-100.957042
1064,11.31,19.2773852,-98.9444149
A612,11.28,21.9862643,-99.0171664
4213,11.28,19.423695,-99.135795
D469,11.27,17.9904952,-93.3762252
8751,11.25,19.628768,-99.293032
6415,11.23,19.816389,-97.360686
7440,11.22,14.907651,-92.265075
9731,11.22,19.422983,-99.174976
1190,11.22,20.175074,-98.052145
9937,11.22,18.860543,-97.063137
7230,11.2,17.757471,-92.594404
5552,11.184999999999999,19.26019258,-98.89507521
E806,11.18,20.7632019,-104.0817341
8469,11.17,17.807168,-97.776153
7315,11.17,22.2290481,-102.3210995
8619,11.165,21.49303,-104.882314
B823,11.15,17.269201,-97.678902
8366,11.149999999999999,19.17430463,-96.13984687
E342,11.1,20.525775,-101.371048
E853,11.07,16.864574,-99.880167
518,11.07,19.2773852,-98.9444149
D043,11.07,19.351936,-99.106599
5735,11.065000000000001,19.716643,-101.229368
6026,11.065,19.209769,-102.587709
6429,11.05,25.732152,-100.24901
B325,11.05,19.4101297,-99.0033531
E545,11.03,32.495576,-116.958628
4502,11.025,22.04632,-102.269046
E394,11.025,16.247997,-92.140687
B448,11.02,16.753406,-93.149577
E692,11.01,19.85072,-90.533446
484,11.0,32.4649159,-116.8656651
E830,10.98,25.515629,-103.391391
8630,10.98,19.4319378,-99.1383732
4010,10.98,19.7025363,-101.2081535
8226,10.97,25.657416,-100.184011
D421,10.97,20.6009,-103.447039
D158,10.95,20.9547722,-89.6475216
D692,10.93,22.3124377,-97.8795476
4666,10.9,17.1734885,-92.3350096
E199,10.885,20.711232,-103.411083
A892,10.88,17.509159,-91.982915
4781,10.87,25.5231987,-103.4484774
3928,10.87,19.369098,-99.192412
6715,10.87,19.5150398,-101.6094227
677,10.850000000000001,21.1046308,-101.7021593
E722,10.85,20.5889792,-103.3827773
7253,10.834999999999999,19.551681,-102.480519
D326,10.8,17.0710505,-96.7378523
C509,10.780000000000001,19.559382,-99.2031
9082,10.780000000000001,19.613646,-98.119195
2878,10.78,19.4315338,-99.1351101
E288,10.775,21.1349,-86.7475
E823,10.77,19.209769,-102.587709
B770,10.77,25.743288,-100.313327
B350,10.77,18.49687,-88.29853
7964,10.754999999999999,21.123588,-101.680872
3021,10.75,20.962169,-89.619786
B830,10.75,21.009347,-89.577101
A294,10.739999999999998,19.351936,-99.106599
4639,10.73,17.269201,-97.678902
3142,10.685,20.6804652,-101.3793968
2754,10.68,20.6840316,-103.3687559
4516,10.675,19.3591073,-99.2929969
6086,10.67,21.100697,-101.674973
D785,10.65,27.080854,-109.445158
7869,10.65,17.998218,-92.942904
A510,10.63,19.455145,-99.157384
B815,10.63,19.193255,-96.138213
4144,10.600000000000001,19.429339,-99.214362
4766,10.6,25.657416,-100.184011
D943,10.58,25.597606,-103.497746
2979,10.575,19.473409,-99.146521
6833,10.575,19.072747,-98.173243
8166,10.57,20.058219,-102.716237
A771,10.56,19.48828787,-99.23666452
4151,10.55,19.073584,-98.2572539
6937,10.55,16.8044237,-99.3904153
6448,10.525,19.2678909,-99.6465136
D195,10.52,20.527465,-97.461517
7093,10.52,18.953345,-99.245243
5412,10.52,19.328451,-99.210608
8367,10.504999999999999,26.093429,-98.277932
A652,10.504999999999999,25.445239,-100.986042
8850,10.5,19.58410463,-99.02341505
2589,10.495,19.3611003,-99.2735972
C973,10.48,20.999903,-89.573194
B821,10.475000000000001,19.360903,-99.183314
5938,10.475000000000001,19.369559,-99.188226
7950,10.469999999999999,25.396623,-101.007221
7422,10.45,20.90423,-100.729256
9560,10.45,20.054435,-99.338435
6337,10.45,19.822609,-90.532218
E955,10.43,19.44728697,-99.15207255
4895,10.43,19.455145,-99.157384
2410,10.41,25.7018467,-100.2905035
1439,10.38,20.062812,-97.05307
4485,10.379999999999999,19.489707,-99.046801
8564,10.37,20.5283,-103.379
3377,10.37,16.7373993,-92.6389152
6097,10.37,19.441201,-99.09303
6096,10.365,19.441201,-99.09303
6226,10.35,16.8584,-99.8984
C095,10.35,19.395058,-99.050357
6829,10.35,18.448389,-96.360013
D595,10.33,18.816606,-98.953412
A343,10.325,19.396449,-99.281299
9600,10.32,19.62958122,-99.13913388
917,10.32,19.432061,-99.156169
E964,10.3,24.746571,-100.20065
9968,10.3,19.29987117,-99.04196375
8675,10.3,19.49386091,-99.10808424
2715,10.28,20.446983,-97.321424
C406,10.27,19.626859,-103.416748
C009,10.27,23.6750789,-100.6292011
9780,10.25,19.429637,-100.347791
D999,10.24,19.279018,-98.436845
A448,10.22,19.818549,-101.7918
7705,10.2,19.399,-99.0291842
D946,10.2,21.15989981,-86.82504965
D972,10.195,19.41468819,-99.149285
8129,10.19,26.0171403,-98.2131986
2435,10.185,27.491677,-109.931367
C860,10.175,19.48609441,-99.09342952
8786,10.17,19.3408021,-99.1335738
D259,10.17,20.714372,-103.354729
9999,10.17,19.3958908,-99.0967745
5014,10.15,19.425263,-99.177542
1791,10.15,29.0350221,-110.9396897
4802,10.14,20.191593,-99.272772
2285,10.129999999999999,21.8087137,-105.2070214
3796,10.12,18.968306,-97.903459
7571,10.12,19.42658,-99.110178
A416,10.1,25.760524,-100.207591
A709,10.1,19.479159,-99.186776
A773,10.08,25.713925,-100.348342
E505,10.08,21.63241,-102.977004
D629,10.08,19.287187,-99.218493
4192,10.07,19.401626,-99.170225
9683,10.05,19.366587,-99.005747
D496,10.05,19.3722917,-99.2070693
E493,10.02,20.365807,-103.822554
E197,10.02,21.874606,-102.311599
C401,10.0,22.140837,-100.923939
D364,10.0,19.36748,-99.166459
483,9.97,20.943276,-101.428556
8084,9.95,18.141354,-94.141549
8806,9.95,28.626509,-106.118961
4863,9.93,20.640684,-103.278591
A622,9.92,19.2602783,-98.8950031
9697,9.91,19.482523,-99.118316
9231,9.9,25.432392,-100.92287
2652,9.860000000000001,25.666,-100.316182
8527,9.850000000000001,19.43770352,-99.20117098
6735,9.85,19.215831,-98.239669
424,9.83,19.4902886,-99.1313041
3175,9.82,28.668051,-106.0998506
5726,9.790000000000001,20.007218,-102.458729
8857,9.77,29.321254,-100.954483
9087,9.77,19.37205523,-99.56872568
B858,9.76,19.3580103,-99.1213613
3716,9.745000000000001,19.34088,-99.252238
4084,9.72,19.4020523,-99.064428
D731,9.67,20.49651951,-86.92783105
6796,9.635,19.3348366,-99.1464303
A055,9.6,21.156651,-101.693826
8690,9.58,25.731754,-100.395957
D985,9.56,19.402317,-99.3236
E887,9.52,20.398826,-89.534024
7703,9.52,19.688932,-99.213988
6474,9.52,25.61989,-100.284073
6793,9.5,20.64544,-105.217942
2409,9.45,19.5600729,-98.8979394
E954,9.45,19.688932,-99.213988
6763,9.4,19.446029,-99.111179
6488,9.33,19.286382,-99.512155
A189,9.32,19.65586,-96.872946
7992,9.32,19.359399,-99.260228
6338,9.315,19.822609,-90.532218
4664,9.3,20.690319,-88.200996
B506,9.275,19.358816,-99.276137
B472,9.27,19.42658,-99.110178
3987,9.239999999999998,20.579948,-103.449076
B720,9.22,20.6232,-103.286
C432,9.185,20.342731,-102.022531
1191,9.18,30.9850629,-110.2939552
9337,9.155000000000001,19.773935,-104.358056
8776,9.15,21.031128,-89.642035
9678,9.15,19.36748,-99.166459
5977,9.13,25.748798,-100.256912
9978,9.13,19.430336,-99.117913
C640,9.13,20.9779946,-89.5832583
9898,9.1,19.56258,-99.3069
4233,9.05,18.83205317,-98.94734236
5761,8.99,18.653044,-91.807009
7047,8.98,20.6714364,-105.249917
5717,8.975,24.7745276,-107.4919859
C805,8.93,25.751006,-100.2557146
B255,8.92,14.873954,-92.281609
8895,8.92,20.698403,-103.320554
304,8.9,22.128445,-100.935734
8343,8.88,19.15199,-98.223868
3022,8.88,21.031128,-89.642035
7916,8.875,19.5507228,-99.2096359
7334,8.87,21.8964755,-102.3073097
D773,8.85,18.909184,-100.150588
E591,8.85,19.2972009,-99.1225956
649,8.82,19.47226733,-99.19247045
2697,8.799999999999999,19.555758,-103.376464
7675,8.795,19.49015015,-99.13127862
5810,8.78,19.649333,-99.198075
6283,8.78,19.190894,-99.021757
2727,8.77,19.416824,-99.143915
242,8.75,20.7424008,-103.4119117
A519,8.75,20.578,-101.2
D674,8.72,20.999903,-89.573194
D983,8.71,19.23533,-101.457585
9833,8.7,20.706317,-102.346017
E363,8.695,28.344715,-100.852451
7556,8.675,20.9587589,-89.6283679
A886,8.675,27.653105,-101.285004
D466,8.67,17.99579974,-92.92788919
D330,8.65,20.641413,-87.087934
E494,8.625,19.7173473,-101.1884155
8056,8.625,19.7822964,-101.7676819
D377,8.62,25.679195,-100.239296
9860,8.62,25.533352,-103.375482
3020,8.6,19.552071,-99.175921
2265,8.58,19.2600226,-99.0097621
B749,8.57,24.002362,-104.652469
D594,8.57,21.673552,-102.59034
6681,8.57,20.386457,-99.998237
7782,8.555,19.2773852,-98.9444149
9980,8.55,19.3958908,-99.0967745
E388,8.535,21.141966,-88.150908
8832,8.52,19.312479,-98.896362
5772,8.5,20.971907,-98.170703
D645,8.5,22.2651371,-97.8742434
A858,8.5,19.310702,-99.124478
B477,8.5,19.49386091,-99.10808424
5949,8.485,25.714122,-100.348542
E270,8.485,20.624941,-87.078897
D395,8.48,18.922668,-99.235439
D249,8.475,19.39850892,-99.11152132
D471,8.47,21.00463,-89.614738
E161,8.47,25.782965,-100.236071
66,8.469999999999999,19.33302692,-99.20165414
A565,8.465,20.3829769,-99.9852604
B659,8.46,19.481455,-99.071285
A720,8.45,19.414737,-99.032559
C614,8.45,32.580261,-115.3656
A681,8.45,32.530987,-117.025998
2434,8.42,22.217153,-97.857465
3782,8.39,19.36411,-99.189286
3031,8.375,19.3382657,-99.1842497
6630,8.37,20.341942,-102.281938
9525,8.365,19.43974716,-99.15664287
D459,8.35,19.796683,-97.934865
4125,8.35,19.594384,-99.281035
5905,8.325,25.704356,-100.339695
812,8.32,20.6840316,-103.3687559
2977,8.3,20.385396,-99.969372
7089,8.3,18.920435,-99.21921
655,8.3,19.35483372,-98.97772843
5482,8.275,25.771702,-100.275825
9041,8.275,21.1465461,-101.6719196
A088,8.27,18.991405,-98.277252
4274,8.265,20.61244,-100.396735
6663,8.26,19.83346352,-99.20459245
C976,8.25,19.269449,-103.707673
2576,8.25,17.743571,-91.764893
4022,8.235,27.925625,-110.920117
2523,8.23,19.5402235,-99.19479798
C043,8.21,22.251934,-97.875419
6376,8.21,25.445239,-100.986042
1709,8.209999999999999,19.3611003,-99.2735972
A379,8.205,19.4715,-99.1646
7201,8.2,17.5492093,-92.9531683
D740,8.17,25.782975,-100.053067
3876,8.15,19.397129,-99.122923
D925,8.15,16.74806069,-92.62990362
3473,8.15,19.5053403,-99.2354749
D597,8.135,21.673552,-102.59034
C069,8.12,25.44526,-100.985993
D372,8.12,20.652852,-103.422407
1498,8.08,19.3611003,-99.2735972
2403,8.08,19.4319378,-99.1383732
D150,8.08,19.297337,-99.152928
5918,8.07,19.408698,-99.153148
D792,8.07,19.3722917,-99.2070693
9965,8.055,22.240209,-97.869912
4820,8.05,17.658209,-99.675957
7862,8.049999999999999,20.475215,-103.448786
4943,8.04,16.745164,-93.110788
B432,8.025,19.400397,-99.528769
E503,8.02,25.722105,-100.215845
E697,8.01,19.680982,-101.180686
1508,8.0,19.4964536,-99.1407254
D297,8.0,19.375648,-99.090095
9815,7.99,19.402511,-99.155408
D947,7.985,21.15989981,-86.82504965
9414,7.98,20.62966,-103.416546
263,7.98,20.7424008,-103.4119117
B193,7.975,19.665287,-99.080406
8608,7.96,25.396623,-101.007221
4142,7.955,19.418405,-99.164044
D616,7.95,25.727408,-100.367492
2423,7.93,20.6638349,-103.3185068
E198,7.92,20.711232,-103.411083
9827,7.915,19.840038,-98.032224
6884,7.9,19.61727679,-99.02672654
4149,7.9,19.357828,-98.98825
A320,7.8999999999999995,20.696023,-103.34943
D379,7.88,20.641413,-87.087934
A431,7.875,20.677412,-103.447349
7998,7.85,20.567963,-100.394344
E769,7.84,20.0912373,-99.222035
7665,7.835,26.076426,-98.379163
4500,7.835,31.618518,-106.363902
3027,7.835,32.527257,-117.035769
6066,7.815,22.7429,-98.971501
C761,7.8149999999999995,28.267569,-105.480955
8280,7.8,19.303982,-99.235974
9514,7.78,20.9907438,-89.637057
6432,7.779999999999999,19.2718144,-99.6415237
8844,7.7749999999999995,20.9417949,-89.591458
3113,7.76,20.6538088,-103.3742872
D192,7.76,28.6281787,-106.0735934
D661,7.75,19.02416,-98.214902
D935,7.745,23.737861,-99.15
1898,7.734999999999999,21.23975846,-101.7072827
8767,7.72,18.091497,-96.130607
C013,7.71,19.261735,-99.104917
B320,7.7,25.433538,-101.001532
7709,7.66,19.399,-99.0291842
3462,7.66,18.402112,-93.204823
B434,7.63,32.64327344,-115.4013878
D337,7.63,25.714122,-100.348542
E953,7.625,19.6701996,-99.20521
7666,7.609999999999999,19.140431,-96.108202
B811,7.575,20.589553,-100.374056
1625,7.575,19.315851,-99.077089
8593,7.574999999999999,19.685157,-98.867148
A370,7.57,19.840038,-98.032224
B302,7.569999999999999,16.74638805,-93.07525437
B622,7.55,22.145148,-100.990032
A511,7.525,19.5002042,-99.0951286
D151,7.52,19.297337,-99.152928
D433,7.505,25.790932,-108.993818
8022,7.4750000000000005,19.027878,-98.234828
A031,7.475,25.755314,-100.29815
1943,7.46,19.806398,-104.216444
A656,7.46,20.551267,-103.445575
D887,7.46,25.684039,-100.353486
D632,7.455,20.386457,-99.998237
7557,7.42,19.76034,-99.215814
4077,7.415,19.395903,-99.15505
4677,7.39,20.993618,-89.651728
A165,7.37,19.431299,-99.128549
E370,7.365,24.888563,-105.07387
6365,7.364999999999999,20.5283,-103.379
5523,7.345000000000001,23.6539806,-100.6239877
2750,7.315,20.684402,-103.38945
8761,7.305,20.618283,-103.251797
9700,7.29,19.297337,-99.152928
E974,7.285,19.306965,-99.210228
9388,7.27,21.304483,-86.8143813
7762,7.25,19.27583,-99.593876
9314,7.25,24.883512,-99.578878
D503,7.245,18.637431,-91.83535
C934,7.24,25.679195,-100.239296
1297,7.225,20.5301468,-97.4626427
D505,7.21,18.63658267,-91.83410071
D230,7.209999999999999,32.484903,-116.923369
9979,7.209999999999999,19.29987117,-99.04196375
6625,7.2,20.521339,-100.813251
E793,7.195,31.718476,-106.424846
E382,7.195,17.477078,-91.426098
8666,7.19,19.975354,-102.288061
741,7.19,19.5145876,-99.1349929
3971,7.1899999999999995,19.441373,-99.092987
E846,7.1850000000000005,21.156651,-101.693826
2990,7.18,20.988735,-89.662177
5088,7.15,18.986648,-99.098465
B143,7.12,25.790932,-108.993818
C358,7.115,19.299335,-98.952849
A025,7.115,19.413696,-98.900873
5734,7.115,20.62297,-103.067001
D710,7.11,18.900048,-96.944921
D203,7.109999999999999,20.674788,-103.354225
7531,7.1,19.54949887,-99.2741906
7401,7.09,18.934461,-99.208122
8194,7.09,19.453581,-99.1977
1905,7.07,19.69688851,-99.20245785
6289,7.07,20.642822,-103.354041
C316,7.0649999999999995,22.1478,-102.27717
9347,7.055,18.047745,-95.530735
3212,7.05,20.05691,-102.722321
1934,7.045,19.688938,-98.989305
7396,7.04,19.349304,-99.15035
E434,7.04,27.6917226,-105.1710594
D724,7.03,18.893133,-96.933436
D508,7.025,25.433538,-101.001532
E972,7.0249999999999995,19.361844,-99.19687
D565,7.0249999999999995,22.773589,-102.573849
C376,7.015,22.2989,-97.8762
C160,7.01,20.592987,-100.392456
A270,7.0,20.669446,-103.34772
D920,6.99,20.612705,-103.350509
7660,6.985,21.378444,-101.919527
3641,6.98,32.5083337,-116.9666425
A407,6.965000000000001,25.597606,-103.497746
1425,6.965,18.831518,-99.18721
7777,6.965,19.65586,-96.872946
2070,6.95,20.62925078,-87.0704702
4810,6.95,19.441373,-99.092987
B214,6.944999999999999,17.99579974,-92.92788919
5952,6.9399999999999995,25.701503,-100.308557
D615,6.935,26.904684,-101.429681
4756,6.925,23.828483,-103.03375
5085,6.925,19.61262696,-99.24127595
7792,6.9,17.9587322,-102.1955383
3376,6.87,15.6576259,-92.1415113
1731,6.87,19.4049,-99.241
4797,6.87,27.425843,-99.535551
7429,6.8500000000000005,25.779514,-100.185685
669,6.824999999999999,19.349925,-99.073524
D463,6.82,19.521734,-102.419277
3091,6.819999999999999,19.482523,-99.118316
6236,6.8149999999999995,20.05691,-102.722321
4545,6.8100000000000005,20.5196355,-100.797961
4675,6.81,19.2896341,-99.6550857
2704,6.800000000000001,19.328451,-99.210608
4560,6.795,16.233833,-93.268572
3082,6.79,20.5473,-104.047
2778,6.78,16.7623,-93.1005
247,6.775,19.289846,-99.163021
1198,6.765,19.439234,-99.1756565
7696,6.765,19.688932,-99.213988
9583,6.75,19.400958,-99.13272
8009,6.75,32.525888,-117.019846
6963,6.739999999999999,19.482523,-99.118316
6416,6.735,19.521734,-102.419277
B129,6.7250000000000005,32.653753,-115.41302
85,6.71,19.267547,-99.626711
8120,6.7,22.7429,-98.971501
E969,6.7,19.369098,-99.192412
3970,6.7,19.3975,-99.219574
7715,6.695,25.5233202,-103.4157335
A394,6.694999999999999,19.395207,-99.289198
5306,6.69,20.277132,-97.957523
3856,6.69,21.141966,-88.150908
6288,6.685,19.687807,-101.154889
7628,6.68,19.627135,-99.081866
