ATM_ID,DURACION,Latitud,Longitud
6058,0.82,19.066378,-98.177497
8851,0.8150000000000001,19.272541,-99.461535
326,0.8150000000000001,19.5103823,-99.2339917
5599,0.8150000000000001,19.424302,-98.13382
3573,0.815,20.636516,-103.396897
C422,0.815,20.0278578,-96.6491482
C791,0.815,20.6862575,-105.2957074
6859,0.81,20.65911,-103.336247
B354,0.81,20.624941,-87.078897
C766,0.81,27.663586,-105.152124
5487,0.81,19.46707757,-99.23850118
B857,0.81,31.291216,-110.941257
6493,0.81,25.782975,-100.053067
7195,0.81,19.3882472,-99.1247127
6511,0.81,19.295365,-99.108092
9907,0.81,19.454038,-99.186964
2802,0.8099999999999999,20.4840955,-99.2183129
9718,0.8099999999999999,21.24337,-86.807345
D778,0.805,19.675655,-99.08038
9654,0.805,20.71563,-103.321288
6278,0.8049999999999999,22.758536,-102.538512
8940,0.8,25.665044,-100.265075
9134,0.8,20.5534596,-100.8230166
8076,0.8,28.721247,-106.109075
5786,0.8,19.039607,-98.187699
2489,0.8,19.2600226,-99.0097621
B766,0.8,32.573419,-116.627307
7701,0.8,21.781928,-103.305592
8070,0.8,16.340528,-98.052123
5911,0.8,19.349304,-99.15035
7700,0.8,29.094354,-110.996374
A633,0.8,25.655436,-100.385975
5666,0.8,31.735325,-106.442484
6435,0.8,19.3838245,-99.0685271
7994,0.8,20.394159,-101.18091
E322,0.8,19.515413,-98.867846
A629,0.8,19.538467,-96.924871
4565,0.8,25.67243824,-100.4210266
7159,0.8,19.333903,-99.21813
9879,0.8,28.6469336,-106.0813589
7320,0.8,20.928424,-103.022895
4590,0.8,20.5783229,-103.4513787
7826,0.8,19.29025154,-99.70265852
5619,0.8,19.097869,-98.220421
1556,0.8,20.672,-101.372
38,0.8,20.7238391,-103.4552581
C722,0.8,25.7083909,-100.3747354
1281,0.8,20.6847891,-103.3362137
6269,0.8,19.28891225,-99.60658214
B265,0.8,19.395058,-99.050357
A753,0.8,24.746571,-100.20065
6879,0.8,23.173065,-102.85997
B502,0.8,19.29031,-99.63542
7121,0.8,18.394671,-93.214455
8633,0.8,19.438701,-99.204001
939,0.8,19.044665,-98.199165
122,0.8,19.5507228,-99.2096359
8640,0.8,19.788926,-99.055049
4415,0.8,18.846846,-97.087252
A767,0.8,25.575955,-100.248361
C514,0.8,29.094354,-110.996374
6286,0.8,19.687807,-101.154889
2627,0.8,19.405329,-99.184191
4181,0.8,19.41964,-99.169509
C998,0.8,20.398826,-89.534024
1345,0.8,31.718476,-106.424846
A043,0.8,19.272929,-103.737895
4198,0.8,20.218171,-104.163965
4371,0.8,20.618865,-100.43966
E407,0.7999999999999999,22.883302,-109.914003
A843,0.7999999999999999,20.05691,-102.722321
B007,0.7999999999999999,19.281533,-99.172553
A701,0.7999999999999999,19.357828,-98.98825
A323,0.795,19.423695,-99.135795
4127,0.7949999999999999,18.090915,-92.139805
6541,0.79,19.59428039,-99.28097264
A424,0.79,25.883079,-97.549609
9071,0.79,19.3036803,-99.1902066
B900,0.79,20.368663,-90.051237
6706,0.79,20.677616,-103.431246
D986,0.785,25.568208,-103.497998
B932,0.785,20.386457,-99.998237
7911,0.785,18.3991275,-93.2118671
B994,0.785,21.151551,-86.851503
E119,0.785,17.074147,-96.713318
9018,0.785,20.0005473,-99.2171717
C673,0.7849999999999999,17.9938154,-95.4185927
E048,0.7849999999999999,19.061263,-98.305927
8877,0.7849999999999999,19.0706,-98.206
C371,0.7849999999999999,31.252818,-110.962333
7041,0.7849999999999999,20.607247,-87.091925
6909,0.7849999999999999,19.7731544,-97.5593229
2678,0.7849999999999999,30.9850629,-110.2939552
5862,0.78,20.115985,-102.65235
6489,0.78,25.666,-100.316182
4290,0.78,18.501771,-88.303446
D074,0.78,19.6993929,-98.97958317
C248,0.78,19.064392,-98.215661
C199,0.78,20.509917,-86.949311
8106,0.78,20.5837,-101.188
2893,0.78,27.073374,-109.443152
5827,0.78,19.600985,-99.182753
E819,0.78,19.2600226,-99.0097621
B453,0.78,16.754186,-93.130481
E417,0.78,25.552153,-103.489555
4508,0.78,20.5534596,-100.8230166
8398,0.78,19.512346,-96.87726
B702,0.78,16.762191,-93.124741
4529,0.78,20.698234,-103.385923
2384,0.78,19.4875562,-99.2600231
2479,0.78,19.25432,-99.72032
1078,0.78,17.9698344,-92.9693357
D813,0.78,20.613577,-100.387878
C597,0.78,19.3500027,-99.2229872
C875,0.78,19.691414,-103.4678996
5369,0.78,22.299564,-101.575252
3301,0.78,21.066837,-86.7787148
A172,0.78,20.693853,-103.375355
8468,0.78,22.834373,-97.90344
8868,0.78,19.703194,-101.184112
6318,0.78,19.0715862,-98.2250575
3479,0.78,25.1857724,-99.81548555
5587,0.78,25.552153,-103.489555
D830,0.78,19.5489456,-99.28772936
4049,0.78,24.15013,-110.306282
5534,0.78,28.03244,-105.288358
9687,0.78,20.349838,-102.01712
C491,0.78,19.424371,-99.174169
6605,0.78,21.03772067,-89.60398936
4579,0.78,17.1734885,-92.3350096
5219,0.78,20.4842,-97.4583
6308,0.78,24.821213,-107.409734
9692,0.78,19.49386091,-99.10808424
E898,0.7799999999999999,20.62966,-103.416546
D406,0.775,18.602101,-98.465893
5595,0.775,27.925625,-110.920117
8312,0.775,20.608512,-87.088334
E163,0.775,20.656514,-103.342815
8219,0.775,20.1501959,-100.5107698
D940,0.775,25.421966,-101.001757
D134,0.775,24.821213,-107.409734
9153,0.7749999999999999,20.094354,-98.758229
825,0.7749999999999999,19.427178,-99.116309
B358,0.7749999999999999,20.624941,-87.078897
3752,0.7749999999999999,19.123056,-96.1076436
4099,0.7749999999999999,19.711724,-98.968861
5566,0.77,25.640078,-100.284561
5023,0.77,19.837885,-90.534915
A989,0.77,22.15085,-100.982322
9483,0.77,19.5402235,-99.19479798
8111,0.77,19.50864084,-99.13949778
4201,0.77,20.6772256,-103.3739206
E531,0.77,24.042703,-104.627727
D802,0.77,18.922825,-99.208491
1886,0.77,19.4257016,-98.968728
6317,0.77,20.700829,-103.975335
1906,0.77,19.3966,-99.1813
9681,0.77,32.477739,-116.946097
8789,0.77,28.664542,-106.128096
A951,0.77,19.517639,-96.862048
E732,0.77,19.044665,-98.199165
A297,0.77,19.378988,-99.158493
7119,0.77,19.4407,-99.2066
3395,0.77,21.0181028,-89.5842431
E511,0.77,32.465068,-114.753496
E683,0.77,21.864097,-102.913098
4055,0.77,17.543102,-99.503551
E684,0.77,19.665287,-99.080406
2696,0.77,20.6274519,-105.2283706
5223,0.77,19.347622,-99.017962
C478,0.77,22.731401,-98.314961
D600,0.77,25.47122,-100.961889
E803,0.77,19.4212,-102.065
4807,0.77,21.874606,-102.311599
8596,0.77,19.465398,-99.057442
6760,0.77,23.75008725,-99.12423965
B646,0.77,19.357543,-99.054403
2902,0.77,19.369082,-99.060929
7912,0.77,22.1149001,-103.2677439
5300,0.77,19.2934,-99.6571
E602,0.77,19.656463,-101.163952
7061,0.77,31.659015,-106.390007
A706,0.77,25.77671,-100.186364
E584,0.77,20.2813065,-102.5594912
6877,0.77,19.287958,-99.174932
2249,0.77,19.3087556,-99.6391297
6893,0.77,22.75784,-102.572667
1263,0.77,19.400958,-99.13272
6206,0.77,16.55573,-95.094066
4457,0.77,19.36021901,-99.2743979
B116,0.77,24.82332,-107.370958
A380,0.77,19.328451,-99.210608
A747,0.765,32.369582,-117.061238
B147,0.765,21.868712,-102.294404
D048,0.765,19.46414277,-99.1556158
5475,0.765,19.403654,-102.055299
7855,0.765,19.9536,-99.5315
5929,0.765,19.449198,-99.134218
5170,0.76,31.623488,-106.39629
E072,0.76,31.6231122,-106.3978745
D942,0.76,19.675655,-99.08038
9327,0.76,19.539691,-99.52855
8323,0.76,22.297464,-97.880159
4744,0.755,25.704371,-100.3397
6797,0.755,27.0751785,-109.4515032
B496,0.755,19.531049,-99.22237
B422,0.755,25.55470704,-103.5015916
3609,0.75,20.1501959,-100.5107698
7868,0.75,19.48383675,-99.24982611
2273,0.75,16.6344617,-96.0502428
C903,0.75,32.654999,-115.452041
9226,0.75,19.16031,-96.132308
8147,0.75,21.660604,-97.849096
C474,0.75,19.555758,-103.376464
4635,0.75,21.011259,-89.58336
5795,0.75,21.147436,-101.647941
A617,0.75,22.183413,-100.952204
C106,0.75,24.7986869,-107.4273595
2865,0.75,19.38939258,-99.04124583
E337,0.75,18.913889,-103.877527
7909,0.75,18.344708,-99.54099826
4913,0.75,17.056558,-96.730425
243,0.75,18.9819542,-98.1981278
4821,0.75,20.546234,-97.452434
2025,0.75,20.4779995,-90.0819349
2433,0.75,26.231091,-98.5956152
7194,0.75,20.460451,-98.078672
8316,0.75,19.168317,-96.224899
A041,0.75,19.504949,-99.177955
B965,0.75,19.043034,-98.179004
4328,0.75,20.999477,-89.574153
9793,0.75,20.896804,-100.752454
5963,0.75,19.525121,-99.228347
1941,0.75,20.510227,-86.948769
4869,0.75,19.26330059,-99.10488449
8726,0.75,28.626509,-106.118961
8091,0.75,24.805329,-107.383897
6484,0.75,17.998218,-92.942904
5900,0.75,19.647038,-99.171307
C352,0.75,21.491712,-104.866408
9519,0.75,31.617853,-106.364492
8837,0.75,19.61262696,-99.24127595
5548,0.75,32.527257,-117.035769
E649,0.75,22.1149001,-103.2677439
1244,0.75,20.965526,-89.6449883
5193,0.75,19.365569,-99.167028
D349,0.75,32.530206,-116.970806
9580,0.75,19.43770352,-99.20117098
C632,0.75,19.454089,-99.218628
3137,0.75,25.695478,-100.352626
C056,0.75,19.973676,-99.530607
E136,0.75,18.0668003,-93.17675
E913,0.75,32.470269,-116.917099
6046,0.75,21.100697,-101.674973
6604,0.75,21.03772067,-89.60398936
2811,0.75,25.7803239,-100.3896165
4383,0.75,20.669385,-87.028712
2666,0.75,19.321032,-98.235317
E479,0.75,20.711232,-103.411083
1835,0.75,19.2043034,-98.4726264
6242,0.75,25.789837,-100.322685
C601,0.75,20.394159,-101.18091
4971,0.75,31.668227,-106.350248
6921,0.75,19.269449,-103.707673
5567,0.75,32.527257,-117.035769
1205,0.75,30.9850629,-110.2939552
3263,0.75,23.170526,-102.8695504
E838,0.75,20.6767004,-103.3409704
5383,0.75,19.405715,-99.136407
3145,0.75,25.712517,-100.307796
3474,0.75,19.5053403,-99.2354749
3984,0.75,28.709842,-106.1296892
2508,0.75,19.4122275,-102.0262032
8982,0.75,32.484903,-116.923369
C074,0.75,18.146739,-94.4131
8213,0.75,18.6504,-91.8051
