,ATM,Latitud,Longitud,Tipo dispositivo,ETV
190,203,22.1125641,-100.9092223,DISPENSADOR,SEPSA
193,206,18.1833742,-91.0463509,DISPENSADOR,SEPSA
197,210,24.79814,-107.4083667,DISPENSADOR,SEPSA
206,219,18.370991,-95.74241,DISPENSADOR,SEPSA
213,226,20.6596988,-103.3496092,DISPENSADOR,SEPSA
218,232,20.3020877,-89.4183529,DISPENSADOR,SEPSA
223,239,20.615568,-100.398132,DISPENSADOR,SEPSA
230,246,20.1233101,-98.7367608,DISPENSADOR,SEPSA
232,248,24.79814,-107.4083667,DISPENSADOR,SEPSA
234,250,26.073683,-98.3720637,DISPENSADOR,SEPSA
235,251,25.5501954,-103.426393,DISPENSADOR,SEPSA
236,252,19.1564482,-96.1121639,DISPENSADOR,SEPSA
238,254,26.073683,-98.3720637,DISPENSADOR,SEPSA
242,258,14.6796279,-92.1525959,DISPENSADOR,SEPSA
255,271,19.208382,-96.223451,DISPENSADOR,SEPSA
256,272,26.0995129,-98.3144421,DISPENSADOR,SEPSA
257,273,19.288099,-99.63187,DISPENSADOR,SEPSA
259,276,25.6379229,-100.3181044,DISPENSADOR,SEPSA
260,277,19.8040795,-97.3038139,DISPENSADOR,SEPSA
264,281,19.2570553,-99.1107409,DISPENSADOR,SEPSA
267,284,20.0784235,-98.4006631,DISPENSADOR,SEPSA
271,289,19.440961,-99.2007419,DISPENSADOR,SEPSA
273,292,19.7204318,-101.230153,DISPENSADOR,SEPSA
276,295,20.544,-97.4661,DISPENSADOR,SEPSA
281,300,28.738263,-106.132732,DISPENSADOR,SEPSA
284,303,19.4969473,-99.1918919,DISPENSADOR,SEPSA
286,305,19.0961901,-98.2058449,DISPENSADOR,SEPSA
292,311,19.60640997,-99.2284159,DISPENSADOR,SEPSA
294,313,19.3096036,-99.1745696,DISPENSADOR,SEPSA
296,315,21.0688689,-101.674306,DISPENSADOR,SEPSA
301,320,19.60640997,-99.2284159,DISPENSADOR,SEPSA
302,321,21.02043,-88.30502,DISPENSADOR,SEPSA
304,323,19.2570553,-99.1107409,DISPENSADOR,SEPSA
310,329,25.5406739,-103.4404816,DISPENSADOR,SEPSA
318,337,20.6370079,-100.4329462,DISPENSADOR,SEPSA
326,345,24.8049987,-107.4125435,DISPENSADOR,SEPSA
327,346,19.3703129,-99.2779191,DISPENSADOR,SEPSA
330,350,21.16381939,-86.87316366,DISPENSADOR,SEPSA
331,351,19.3573988,-99.1975747,DISPENSADOR,SEPSA
338,359,19.4087097,-99.01821,PRACTDUAL,SEPSA
340,361,19.4327357,-99.1344817,DISPENSADOR,SEPSA
346,367,26.0045591,-98.2157363,DISPENSADOR,SEPSA
352,373,19.60640997,-99.2284159,DISPENSADOR,SEPSA
355,376,18.8684735,-98.8803219,DISPENSADOR,SEPSA
356,377,19.484447,-99.050575,DISPENSADOR,SEPSA
357,378,19.4290737,-99.1798308,DISPENSADOR,SEPSA
360,381,22.3963153,-97.9321246,DISPENSADOR,SEPSA
362,383,18.85693,-96.9126461,DISPENSADOR,SEPSA
364,385,20.6629944,-101.3330261,DISPENSADOR,SEPSA
366,387,20.0588136,-99.33366905,DISPENSADOR,SEPSA
382,404,19.2878585,-99.6326394,DISPENSADOR,SEPSA
387,409,19.60640997,-99.2284159,DISPENSADOR,SEPSA
390,412,19.60640997,-99.2284159,PRACTDUAL,SEPSA
392,414,21.27818371,-89.66162658,DISPENSADOR,SEPSA
397,420,20.905467,-101.388551,DISPENSADOR,SEPSA
400,423,24.7956716,-107.4289546,DISPENSADOR,SEPSA
405,428,19.60640997,-99.2284159,PRACTDUAL,SEPSA
407,430,19.60640997,-99.2284159,PRACTDUAL,SEPSA
413,436,19.1485558,-96.0945072,DISPENSADOR,SEPSA
414,437,19.3605231,-98.9553778,DISPENSADOR,SEPSA
419,442,19.2836234,-99.5011046,DISPENSADOR,SEPSA
420,443,17.9211749,-93.0182607,DISPENSADOR,SEPSA
423,446,19.3937519,-99.1721257,DISPENSADOR,SEPSA
425,448,25.695549,-100.144801,DISPENSADOR,SEPSA
428,451,25.8786017,-100.2322021,DISPENSADOR,SEPSA
430,453,25.695549,-100.144801,DISPENSADOR,SEPSA
431,454,22.7595331,-102.5365786,DISPENSADOR,SEPSA
437,460,19.3207095,-99.1395403,DISPENSADOR,SEPSA
439,462,19.3652067,-99.2028227,DISPENSADOR,SEPSA
440,463,25.696375,-100.317197,DISPENSADOR,SEPSA
444,467,20.574025,-100.3767371,DISPENSADOR,SEPSA
445,468,22.7538999,-102.505252,DISPENSADOR,SEPSA
446,469,19.3593749,-99.1828968,DISPENSADOR,SEPSA
447,470,28.5576648,-105.9565344,DISPENSADOR,SEPSA
449,472,25.75348824,-100.2662932,DISPENSADOR,SEPSA
450,473,19.3058003,-99.209333,DISPENSADOR,SEPSA
454,477,20.5268855,-103.3879732,DISPENSADOR,SEPSA
465,488,20.377237,-102.104337,DISPENSADOR,SEPSA
466,489,22.9028039,-109.8462127,DISPENSADOR,SEPSA
469,492,19.426543,-99.142408,DISPENSADOR,SEPSA
472,495,19.2878585,-99.6326394,PRACTDUAL,SEPSA
473,496,19.28288121,-99.45668357,DISPENSADOR,SEPSA
475,498,19.159265,-96.13131,DISPENSADOR,SEPSA
476,499,19.5994478,-99.1942456,DISPENSADOR,SEPSA
480,503,19.5025155,-99.1610735,DISPENSADOR,SEPSA
484,507,20.96066096,-89.64074155,DISPENSADOR,SEPSA
486,509,22.8749552,-109.9301135,DISPENSADOR,SEPSA
490,513,22.9945652,-105.8573314,DISPENSADOR,SEPSA
502,528,19.3727874,-99.2074542,DISPENSADOR,SEPSA
503,529,31.29062579,-110.9462925,DISPENSADOR,SEPSA
505,531,25.4690036,-100.988456,DISPENSADOR,SEPSA
506,532,31.8179106,-116.5969242,DISPENSADOR,SEPSA
507,533,19.4663282,-99.1435249,DISPENSADOR,SEPSA
509,535,19.159265,-96.13131,DISPENSADOR,SEPSA
512,538,19.4304449,-99.1328945,DISPENSADOR,SEPSA
513,539,19.4414108,-99.198612,DISPENSADOR,SEPSA
521,547,19.509298,-98.871782,DISPENSADOR,SEPSA
522,548,20.204439,-99.9998762,DISPENSADOR,SEPSA
525,553,19.4566394,-99.159805,DISPENSADOR,SEPSA
526,554,19.3581218,-98.9590375,DISPENSADOR,SEPSA
528,556,31.0172054,-114.8374606,DISPENSADOR,SEPSA
529,557,19.5393907,-96.90616477,DISPENSADOR,SEPSA
530,558,22.0517768,-98.180903,DISPENSADOR,SEPSA
531,559,19.29387599,-99.51711877,DISPENSADOR,SEPSA
534,562,28.4349414,-107.3760979,DISPENSADOR,SEPSA
535,563,20.6789303,-103.3422595,DISPENSADOR,SEPSA
537,565,20.5809134,-87.119698,DISPENSADOR,SEPSA
540,568,19.6638191,-99.1880392,DISPENSADOR,SEPSA
541,569,19.319308,-98.932921,DISPENSADOR,SEPSA
542,570,25.6743176,-100.3378553,DISPENSADOR,SEPSA
543,571,19.4308207,-99.15311,DISPENSADOR,SEPSA
544,572,26.077944,-98.2850161,DISPENSADOR,SEPSA
546,575,19.3144198,-99.1408997,DISPENSADOR,SEPSA
550,579,19.2872547,-99.5513205,DISPENSADOR,SEPSA
558,587,21.0723322,-89.5291848,DISPENSADOR,SEPSA
560,589,19.665029,-99.200619,PRACTDUAL,SEPSA
562,591,20.5995858,-100.4330639,DISPENSADOR,SEPSA
564,593,18.9221796,-99.2061741,DISPENSADOR,SEPSA
565,594,19.4833015,-99.1082647,DISPENSADOR,SEPSA
569,598,19.6664792,-99.1986944,DISPENSADOR,SEPSA
577,606,23.770778,-99.17288,DISPENSADOR,SEPSA
581,610,16.9095275,-96.7268141,DISPENSADOR,SEPSA
586,615,24.020502,-104.645562,DISPENSADOR,SEPSA
599,628,19.2088897,-98.3908269,DISPENSADOR,SEPSA
602,631,19.321038,-99.634163,DISPENSADOR,SEPSA
603,632,19.5439055,-99.2037708,DISPENSADOR,SEPSA
605,634,29.0949937,-111.0057625,DISPENSADOR,SEPSA
606,635,19.5191797,-96.8843749,DISPENSADOR,SEPSA
611,640,19.4031243,-99.158146,DISPENSADOR,SEPSA
614,643,25.641135,-100.31955,DISPENSADOR,SEPSA
621,650,19.9728915,-99.5276487,DISPENSADOR,SEPSA
623,652,20.6758143,-105.2510461,DISPENSADOR,SEPSA
625,654,19.30358387,-99.17422346,DISPENSADOR,SEPSA
632,661,25.5801,-103.493,DISPENSADOR,SEPSA
634,663,19.429673,-98.960527,DISPENSADOR,SEPSA
639,668,25.1721091,-107.4795173,DISPENSADOR,SEPSA
642,671,18.4629,-97.3959,DISPENSADOR,SEPSA
643,672,23.72179955,-99.14921484,DISPENSADOR,SEPSA
644,673,19.527755,-96.90318,DISPENSADOR,SEPSA
646,675,19.397306,-99.285093,DISPENSADOR,SEPSA
650,679,20.35608173,-102.7809086,DISPENSADOR,SEPSA
652,681,19.3070901,-99.1236174,DISPENSADOR,SEPSA
656,685,19.3587773,-98.1533684,DISPENSADOR,SEPSA
663,692,27.4334297,-99.5573721,DISPENSADOR,SEPSA
664,693,16.910158,-96.721062,DISPENSADOR,SEPSA
668,697,19.30784253,-99.13120237,DISPENSADOR,SEPSA
671,700,19.03233,-98.315225,DISPENSADOR,SEPSA
676,705,16.2369022,-97.2986509,DISPENSADOR,SEPSA
678,707,20.54835692,-97.4502732,DISPENSADOR,SEPSA
685,715,20.721264,-103.491683,DISPENSADOR,SEPSA
686,716,20.721264,-103.491683,PRACTDUAL,SEPSA
687,717,25.477539,-100.978596,DISPENSADOR,SEPSA
689,719,19.686647,-99.12847,DISPENSADOR,SEPSA
702,735,19.5116709,-96.9174851,DISPENSADOR,SEPSA
715,749,28.398278,-106.880044,DISPENSADOR,SEPSA
723,758,19.638654,-102.493598,DISPENSADOR,SEPSA
728,764,19.93617,-99.33999,DISPENSADOR,SEPSA
732,768,19.5740647,-99.7558508,DISPENSADOR,SEPSA
733,769,19.93617,-99.33999,DISPENSADOR,SEPSA
735,771,21.287108,-86.816837,DISPENSADOR,SEPSA
747,783,19.4186,-99.1716,DISPENSADOR,SEPSA
750,786,20.126,-98.7581,DISPENSADOR,SEPSA
755,791,19.501028,-99.157138,DISPENSADOR,SEPSA
757,794,20.3878865,-99.9927979,DISPENSADOR,SEPSA
758,795,20.058719,-98.775511,DISPENSADOR,SEPSA
760,797,29.3156616,-108.8141223,DISPENSADOR,SEPSA
764,801,19.4478241,-99.206976,DISPENSADOR,SEPSA
765,802,27.85067,-105.495972,DISPENSADOR,SEPSA
766,803,20.6592689,-101.2962369,DISPENSADOR,SEPSA
782,819,19.521112,-96.884121,DISPENSADOR,SEPSA
788,825,19.427178,-99.116309,DISPENSADOR,SEPSA
802,839,18.5184,-88.318,DISPENSADOR,SEPSA
807,844,18.6445,-91.8207,DISPENSADOR,SEPSA
809,846,25.3557,-101.024,DISPENSADOR,SEPSA
811,848,25.71914,-100.181898,DISPENSADOR,SEPSA
813,850,18.29959,-98.602972,DISPENSADOR,SEPSA
822,859,19.6056641,-99.2231495,DISPENSADOR,SEPSA
823,860,19.32347323,-99.1077082,DISPENSADOR,SEPSA
827,864,20.965724,-89.62204,DISPENSADOR,SEPSA
830,867,19.429638,-99.1438249,DISPENSADOR,SEPSA
834,871,18.9804176,-97.785418,DISPENSADOR,SEPSA
835,873,18.51315943,-96.54288744,DISPENSADOR,SEPSA
836,874,20.9301744,-89.6783415,DISPENSADOR,SEPSA
837,876,19.0206889,-98.2667015,DISPENSADOR,SEPSA
841,880,25.536734,-103.445085,DISPENSADOR,SEPSA
842,881,21.275883,-89.66115,DISPENSADOR,SEPSA
844,884,17.118624,-96.765883,DISPENSADOR,SEPSA
847,887,20.969173,-89.617755,DISPENSADOR,SEPSA
853,893,20.822047,-100.44194,PRACTDUAL,SEPSA
854,894,24.79702,-107.378317,DISPENSADOR,SEPSA
857,897,26.951066,-101.417209,DISPENSADOR,SEPSA
858,898,19.80050869,-99.874043,DISPENSADOR,SEPSA
863,903,26.034342,-98.366022,DISPENSADOR,SEPSA
870,910,19.3972594,-99.2626262,DISPENSADOR,SEPSA
876,916,20.9370937,-86.8398056,DISPENSADOR,SEPSA
879,919,19.3597068,-99.2746398,DISPENSADOR,SEPSA
880,920,19.418871,-98.12173,DISPENSADOR,SEPSA
881,922,19.3660559,-99.2113054,DISPENSADOR,SEPSA
882,923,25.7045244,-100.5281854,DISPENSADOR,SEPSA
883,924,19.3660559,-99.2113054,DISPENSADOR,SEPSA
884,925,19.3024691,-99.5379247,DISPENSADOR,SEPSA
887,928,18.8176638,-97.1507462,DISPENSADOR,SEPSA
891,932,19.45304268,-99.21404717,DISPENSADOR,SEPSA
892,933,23.751776,-99.168352,DISPENSADOR,SEPSA
899,940,25.45360933,-108.0872879,DISPENSADOR,SEPSA
900,941,24.079088,-106.810302,DISPENSADOR,SEPSA
902,943,22.15217328,-101.0195081,DISPENSADOR,SEPSA
905,947,19.652253,-99.195786,DISPENSADOR,SEPSA
906,948,19.6955139,-98.8961572,DISPENSADOR,SEPSA
907,949,18.329885,-97.4805685,DISPENSADOR,SEPSA
908,950,32.532174,-116.963642,DISPENSADOR,SEPSA
910,952,22.1388672,-101.0084682,DISPENSADOR,SEPSA
912,954,19.832994,-90.54812,DISPENSADOR,SEPSA
914,956,25.698007,-100.317208,PRACTDUAL,SEPSA
915,957,19.6955139,-98.8961572,DISPENSADOR,SEPSA
920,962,20.6788,-103.433,DISPENSADOR,SEPSA
925,967,19.2958,-99.6401,DISPENSADOR,SEPSA
928,970,19.598682,-99.212568,DISPENSADOR,SEPSA
930,972,19.717979,-99.191878,DISPENSADOR,SEPSA
931,973,20.724739,-103.430436,DISPENSADOR,SEPSA
934,976,18.900006,-98.0,DISPENSADOR,SEPSA
935,977,19.399549,-99.276635,DISPENSADOR,SEPSA
940,982,19.3618,-99.1619,DISPENSADOR,SEPSA
941,983,19.72234268,-99.207239,DISPENSADOR,SEPSA
943,985,19.352252,-99.18615,DISPENSADOR,SEPSA
947,989,20.6148,-103.087,DISPENSADOR,SEPSA
950,992,23.763392,-99.14089,DISPENSADOR,SEPSA
951,993,18.595088,-97.410084,DISPENSADOR,SEPSA
952,994,19.43025,-99.231135,DISPENSADOR,SEPSA
953,995,19.30004128,-99.211045,PRACTDUAL,SEPSA
957,999,19.433998,-99.138103,DISPENSADOR,SEPSA
958,1000,19.376068,-99.177796,DISPENSADOR,SEPSA
959,1001,20.649486,-103.418828,DISPENSADOR,SEPSA
960,1002,21.101368,-101.679091,DISPENSADOR,SEPSA
961,1003,21.161373,-86.808937,DISPENSADOR,SEPSA
963,1005,19.4186703,-99.1708041,DISPENSADOR,SEPSA
964,1006,19.44216011,-99.15436899,DISPENSADOR,SEPSA
965,1007,19.31009337,-99.12032466,DISPENSADOR,SEPSA
966,1008,19.6916935,-98.9817178,DISPENSADOR,SEPSA
967,1010,20.68164996,-101.3829065,DISPENSADOR,SEPSA
979,1023,25.86962124,-97.49666969,DISPENSADOR,SEPSA
981,1025,20.247446,-97.6595965,DISPENSADOR,SEPSA
982,1026,19.95494257,-102.2929835,DISPENSADOR,SEPSA
991,1035,19.622622,-99.191083,DISPENSADOR,SEPSA
993,1037,19.4395895,-99.174202,DISPENSADOR,SEPSA
1000,1044,25.7832892,-100.1446599,DISPENSADOR,SEPSA
1008,1052,19.5211744,-99.2328344,DISPENSADOR,SEPSA
1011,1055,19.3786656,-99.2286168,DISPENSADOR,SEPSA
1012,1056,20.1124651,-98.7739815,DISPENSADOR,SEPSA
1016,1060,21.0202771,-89.5811401,DISPENSADOR,SEPSA
1018,1062,23.69473953,-99.12679305,DISPENSADOR,SEPSA
1021,1065,21.187072,-86.807299,DISPENSADOR,SEPSA
1022,1066,19.343893,-99.0283658,DISPENSADOR,SEPSA
1029,1074,17.5432977,-99.5030463,DISPENSADOR,SEPSA
1030,1075,18.6041397,-96.6879262,DISPENSADOR,SEPSA
1040,1085,18.847676,-97.0922885,DISPENSADOR,SEPSA
1045,1090,18.9215578,-99.2350575,DISPENSADOR,SEPSA
1046,1091,31.66925,-106.3986949,DISPENSADOR,SEPSA
1050,1095,18.1364381,-94.4677456,DISPENSADOR,SEPSA
1057,1102,20.521667,-97.938583,DISPENSADOR,SEPSA
1062,1107,25.5990847,-100.8947076,DISPENSADOR,SEPSA
1063,1108,22.4066249,-101.8568359,DISPENSADOR,SEPSA
1065,1110,31.7135408,-106.3975665,DISPENSADOR,SEPSA
1067,1112,19.298658,-99.527905,DISPENSADOR,SEPSA
1082,1127,21.102875,-101.6642534,DISPENSADOR,SEPSA
1085,1130,19.28754042,-99.67369389,DISPENSADOR,SEPSA
1086,1131,19.46016035,-99.19324401,DISPENSADOR,SEPSA
1087,1132,21.2035139,-88.803338,DISPENSADOR,SEPSA
1088,1133,19.44425487,-100.012623,DISPENSADOR,SEPSA
1089,1134,19.676786,-99.212805,DISPENSADOR,SEPSA
1091,1136,19.15901635,-99.48544293,DISPENSADOR,SEPSA
1092,1137,31.604742,-106.395882,DISPENSADOR,SEPSA
1096,1141,19.9216013,-89.1744135,DISPENSADOR,SEPSA
1100,1145,17.5339899,-99.4985489,DISPENSADOR,SEPSA
1101,1146,25.6866142,-100.3161126,DISPENSADOR,SEPSA
1102,1147,26.0764383,-98.2763285,DISPENSADOR,SEPSA
1103,1148,20.1412641,-98.8086688,DISPENSADOR,SEPSA
1104,1149,21.157622,-101.6955287,DISPENSADOR,SEPSA
1105,1150,19.6075201,-99.1972525,DISPENSADOR,SEPSA
1106,1151,19.2325968,-98.8729656,DISPENSADOR,SEPSA
1107,1152,19.5267198,-99.1138893,DISPENSADOR,SEPSA
1113,1158,19.489194,-99.1495195,DISPENSADOR,SEPSA
1114,1159,19.489194,-99.1495195,DISPENSADOR,SEPSA
1115,1160,22.216377,-97.855876,DISPENSADOR,SEPSA
1121,1166,19.4902621,-99.1455589,DISPENSADOR,SEPSA
1122,1167,19.66518658,-99.01810583,DISPENSADOR,SEPSA
1128,1175,16.9133132,-92.0934136,DISPENSADOR,SEPSA
1131,1178,22.762073,-102.5523152,DISPENSADOR,SEPSA
1133,1180,19.4903336,-99.1672386,DISPENSADOR,SEPSA
1134,1181,19.4335135,-99.1646029,DISPENSADOR,SEPSA
1135,1182,19.2953655,-99.1820211,DISPENSADOR,SEPSA
1136,1183,17.9954582,-92.8165674,DISPENSADOR,SEPSA
1137,1184,20.5347612,-97.4707448,DISPENSADOR,SEPSA
1138,1185,20.3869125,-90.0406841,DISPENSADOR,SEPSA
1139,1186,19.532968,-99.2089371,DISPENSADOR,SEPSA
1140,1187,19.501633,-99.194305,DISPENSADOR,SEPSA
1141,1188,19.52216653,-99.18699398,DISPENSADOR,SEPSA
1145,1192,19.5430031,-99.1387836,DISPENSADOR,SEPSA
1149,1196,19.363686,-99.247537,DISPENSADOR,SEPSA
1151,1198,19.439234,-99.1756565,DISPENSADOR,SEPSA
1153,1200,17.4391926,-99.5450974,DISPENSADOR,SEPSA
1155,1203,19.4425701,-99.1553448,DISPENSADOR,SEPSA
1158,1206,20.6338665,-105.2436683,DISPENSADOR,SEPSA
1160,1208,19.8132621,-100.1195801,DISPENSADOR,SEPSA
1162,1210,17.0440376,-96.7161204,DISPENSADOR,SEPSA
1163,1211,20.9511231,-101.4254981,DISPENSADOR,SEPSA
1164,1212,18.6408227,-91.8383102,DISPENSADOR,SEPSA
1165,1213,22.2659602,-97.878402,DISPENSADOR,SEPSA
1166,1214,28.6541794,-106.0895631,DISPENSADOR,SEPSA
1167,1215,20.6699712,-87.0690274,DISPENSADOR,SEPSA
1173,1222,21.2350226,-86.741457,DISPENSADOR,SEPSA
1174,1223,24.12595959,-110.3129065,DISPENSADOR,SEPSA
1176,1225,19.4613591,-99.2133598,DISPENSADOR,SEPSA
1178,1227,19.4367883,-99.1799761,DISPENSADOR,SEPSA
1179,1228,22.1021327,-100.9194356,DISPENSADOR,SEPSA
1185,1235,19.370642,-96.369346,DISPENSADOR,SEPSA
1188,1238,18.6046292,-90.730569,DISPENSADOR,SEPSA
1189,1239,20.7020779,-88.2025428,DISPENSADOR,SEPSA
1190,1240,19.472464,-99.586093,DISPENSADOR,SEPSA
1192,1242,22.2641906,-97.8508224,DISPENSADOR,SEPSA
1193,1243,19.489194,-99.1495195,DISPENSADOR,SEPSA
1194,1244,20.965526,-89.6449883,DISPENSADOR,SEPSA
1197,1247,25.6384971,-100.3177151,DISPENSADOR,SEPSA
1202,1252,19.4043532,-99.1894981,DISPENSADOR,SEPSA
1203,1253,20.6173258,-100.422187,DISPENSADOR,SEPSA
1206,1256,24.8356165,-107.4345929,DISPENSADOR,SEPSA
1207,1257,19.0756934,-98.1492189,DISPENSADOR,SEPSA
1210,1261,27.8896417,-101.5214663,DISPENSADOR,SEPSA
1211,1262,26.9868149,-102.066403,DISPENSADOR,SEPSA
1214,1265,20.0096889,-99.2203687,DISPENSADOR,SEPSA
1215,1266,18.93303064,-99.23240736,DISPENSADOR,SEPSA
1217,1268,18.9344311,-99.2356405,DISPENSADOR,SEPSA
1218,1269,19.3144881,-99.2197671,DISPENSADOR,SEPSA
1219,1270,22.1021327,-100.9194356,DISPENSADOR,SEPSA
1221,1272,19.31767663,-98.22171468,DISPENSADOR,SEPSA
1222,1273,20.5438027,-97.4657516,DISPENSADOR,SEPSA
1224,1275,19.4381816,-99.1140039,DISPENSADOR,SEPSA
1226,1277,19.4243476,-99.1755018,DISPENSADOR,SEPSA
1240,1292,25.8362817,-97.4995458,DISPENSADOR,SEPSA
1243,1295,17.9214996,-92.9111608,DISPENSADOR,SEPSA
1244,1296,32.4516444,-116.8728373,DISPENSADOR,SEPSA
1245,1297,20.5301468,-97.4626427,DISPENSADOR,SEPSA
1246,1298,19.1880508,-96.1326937,DISPENSADOR,SEPSA
1247,1299,30.6381955,-110.9571816,DISPENSADOR,SEPSA
1248,1300,18.398621,-93.206021,DISPENSADOR,SEPSA
1253,1305,18.4367263,-95.1710468,DISPENSADOR,SEPSA
1254,1306,25.883509,-97.5560248,DISPENSADOR,SEPSA
1259,1311,18.9144792,-99.1684833,DISPENSADOR,SEPSA
1264,1316,25.9532321,-100.1676235,DISPENSADOR,SEPSA
1265,1317,19.47928,-99.16669,DISPENSADOR,SEPSA
1266,1318,19.2911463,-98.2315651,DISPENSADOR,SEPSA
1269,1321,19.7370444,-99.2147412,DISPENSADOR,SEPSA
1277,1330,22.2331041,-97.861099,DISPENSADOR,SEPSA
1279,1332,31.7026232,-106.4248557,DISPENSADOR,SEPSA
1281,1334,20.1863479,-100.1442776,DISPENSADOR,SEPSA
1282,1335,20.1863479,-100.1442776,DISPENSADOR,SEPSA
1285,1338,18.909104,-99.186849,DISPENSADOR,SEPSA
1287,1340,20.1863479,-100.1442776,DISPENSADOR,SEPSA
1289,1343,19.3026243,-99.1982673,DISPENSADOR,SEPSA
1292,1346,19.7109312,-98.99515,DISPENSADOR,SEPSA
